"#","STATE","STATE ABBREVIATION","DISTRICT","FEC ID","INCUMBENT INDICATOR","FIRST NAME","LAST NAME","LAST NAME, FIRST","TOTAL VOTES","PARTY","PRIMARY","PRIMARY %","RUNOFF","RUNOFF %","GENERAL ","GENERAL %","GE RUNOFF","GE RUNOFF %","Notes (See Endnotes Tab)"
"1954.0","Missouri","MO","09","","","","","","Party Votes:","D","78059.0","","","","","","","",""
"1955.0","Missouri","MO","09","H6MO01212","","Tamara A.","Millay","Millay, Tamara A.","","LBT","439.0","1.0","","","3228.0","0.01077987089535043","","",""
"1956.0","Missouri","MO","09","","","","","","Party Votes:","LBT","439.0","","","","","","","",""
"1957.0","Missouri","MO","09","H4MO09079","","Chris","Earl","Earl, Chris","","CON","","","","","1447.0","0.0048322407638079524","","",""
"1958.0","Missouri","MO","09","","","","","","District Votes:","","141454.0","","","","299447.0","","","",""
"1959.0","Missouri","MO","H","","","","","","House Votes:","","1323465.0","","","","2667023.0","","","",""
"1960.0","Missouri","MO","S","S6MO00289","(I)","Christopher (Kit)","Bond","Bond, Christopher (Kit)","","R","541998.0","0.8807934320518988","","","1518089.0","0.5609251692837945","","",""
"1961.0","Missouri","MO","S","S4MO00185","","Mike","Steger","Steger, Mike","","R","73354.0","0.11920656794810125","","","","","","",""
"1962.0","Missouri","MO","S","","","","","","Party Votes:","R","615352.0","","","","","","","",""
"1963.0","Missouri","MO","S","S4MO00169","","Nancy","Farmer","Farmer, Nancy","","D","544830.0","0.7368203247348648","","","1158261.0","0.4279707892619057","","",""
"1964.0","Missouri","MO","S","S4MO00151","","Charles","Berry","Berry, Charles","","D","143229.0","0.19370085768303866","","","","","","",""
"1965.0","Missouri","MO","S","S4MO00177","","Ronald","Bonar","Bonar, Ronald","","D","51375.0","0.06947881758209658","","","","","","",""
"1966.0","Missouri","MO","S","","","","","","Party Votes:","D","739434.0","","","","","","","",""
"1967.0","Missouri","MO","S","S4MO00193","","Kevin","Tull","Tull, Kevin","","LBT","3916.0","1.0","","","19648.0","0.007259823189607457","","",""
"1968.0","Missouri","MO","S","","","","","","Party Votes:","LBT","3916.0","","","","","","","",""
"1969.0","Missouri","MO","S","S4MO00201","","Don","Griffin","Griffin, Don","","CON","","","","","10404.0","0.003844218264692385","","",""
"1970.0","Missouri","MO","S","","","","","","Senate Votes:","","1358702.0","","","","2706402.0","","","",""
"1971.0","Missouri","MO","","","","","","","Total State Votes:","","2682167.0","","","","5373425.0","","","",""
"1972.0","Montana","MT","00","H0MT00033","(I)","Denny","Rehberg","Rehberg, Denny","","R","107309.0","1.0","","","286076.0","0.6439817211804696","","",""
"1973.0","Montana","MT","00","","","","","","Party Votes:","R","107309.0","","","","","","","",""
"1974.0","Montana","MT","00","H4MT00043","","Tracy","Velazquez","Velazquez, Tracy","","D","72001.0","1.0","","","145606.0","0.3277716498210386","","",""
"1975.0","Montana","MT","00","","","","","","Party Votes:","D","72001.0","","","","","","","",""
"1976.0","Montana","MT","00","H8MT01141","","Mike","Fellows","Fellows, Mike","","LBT","","","","","12548.0","0.02824662899849177","","",""
"1977.0","Montana","MT","00","","","","","","District Votes:","","179310.0","","","","444230.0","","","",""
"1978.0","Montana","MT","H","","","","","","House Votes:","","179310.0","","","","444230.0","","","",""
"1979.0","Montana","MT","","","","","","","Total State Votes:","","179310.0","","","","444230.0","","","",""
"1980.0","Nebraska","NE","01","H4NE01064","","Jeff","Fortenberry","Fortenberry, Jeff","","R","18137.0","0.39118712794409455","","","143756.0","0.54232812217058","","",""
"1981.0","Nebraska","NE","01","H4NE01072","","Curt","Bromm","Bromm, Curt","","R","15211.0","0.32807781899749805","","","","","","",""
"1982.0","Nebraska","NE","01","H4NE01098","","Greg","Ruehle","Ruehle, Greg","","R","9898.0","0.21348460012078338","","","","","","",""
"1983.0","Nebraska","NE","01","H4NE01130","","Bob","Van Valkenburg","Van Valkenburg, Bob","","R","1000.0","0.021568458286601675","","","","","","",""
"1984.0","Nebraska","NE","01","H4NE01114","","Daniel","Manning","Manning, Daniel","","R","999.0","0.021546889828315072","","","","","","",""
"1985.0","Nebraska","NE","01","H4NE01148","","Greg","Walburn","Walburn, Greg","","R","673.0","0.014515572426882926","","","","","","",""
"1986.0","Nebraska","NE","01","H4NE01122","","Andrew J.","Ringsmuth","Ringsmuth, Andrew J.","","R","446.0","0.009619532395824347","","","","","","",""
"1987.0","Nebraska","NE","01","","","","","","Party Votes:","R","46364.0","","","","","","","",""
"1988.0","Nebraska","NE","01","H4NE01064","","Jeff","Fortenberry","Fortenberry, Jeff","","N(R)","598.0","0.4295977011494253","","","","","","",""
"1989.0","Nebraska","NE","01","H4NE01072","","Curt","Bromm","Bromm, Curt","","N(R)","497.0","0.35704022988505746","","","","","","",""
"1990.0","Nebraska","NE","01","H4NE01098","","Greg","Ruehle","Ruehle, Greg","","N(R)","179.0","0.1285919540229885","","","","","","",""
"1991.0","Nebraska","NE","01","H4NE01130","","Bob","Van Valkenburg","Van Valkenburg, Bob","","N(R)","44.0","0.031609195402298854","","","","","","",""
"1992.0","Nebraska","NE","01","H4NE01114","","Daniel","Manning","Manning, Daniel","","N(R)","28.0","0.020114942528735632","","","","","","",""
"1993.0","Nebraska","NE","01","H4NE01122","","Andrew J.","Ringsmuth","Ringsmuth, Andrew J.","","N(R)","23.0","0.016522988505747127","","","","","","",""
"1994.0","Nebraska","NE","01","H4NE01148","","Greg","Walburn","Walburn, Greg","","N(R)","23.0","0.016522988505747127","","","","","","",""
"1995.0","Nebraska","NE","01","","","","","","Party Votes:","N(R)","1392.0","","","","","","","",""
"1996.0","Nebraska","NE","01","H4NE01049","","Matt","Connealy","Connealy, Matt","","D","14453.0","0.5041158004883153","","","113971.0","0.4299624253033138","","",""
"1997.0","Nebraska","NE","01","H4NE01056","","Janet","Stewart","Stewart, Janet","","D","9505.0","0.33153121730031393","","","","","","",""
"1998.0","Nebraska","NE","01","H4NE01106","","Charlie","Matulka","Matulka, Charlie","","D","2690.0","0.09382629926752703","","","","","","",""
"1999.0","Nebraska","NE","01","H4NE01080","","Phil","Chase","Chase, Phil","","D","2022.0","0.07052668294384373","","","","","","",""
"2000.0","Nebraska","NE","01","","","","","","Party Votes:","D","28670.0","","","","","","","",""
"2001.0","Nebraska","NE","01","H4NE01049","","Matt","Connealy","Connealy, Matt","","N(D)","354.0","0.42961165048543687","","","","","","",""
"2002.0","Nebraska","NE","01","H4NE01056","","Janet","Stewart","Stewart, Janet","","N(D)","352.0","0.42718446601941745","","","","","","",""
"2003.0","Nebraska","NE","01","H4NE01106","","Charlie","Matulka","Matulka, Charlie","","N(D)","60.0","0.07281553398058252","","","","","","",""
"2004.0","Nebraska","NE","01","H4NE01080","","Phil","Chase","Chase, Phil","","N(D)","58.0","0.0703883495145631","","","","","","",""
"2005.0","Nebraska","NE","01","","","","","","Party Votes:","N(D)","824.0","","","","","","","",""
"2006.0","Nebraska","NE","01","H4NE01155","","Steven R.","Larrick","Larrick, Steven R.","","GRN","24.0","1.0","","","7345.0","0.027709452526106116","","",""
"2007.0","Nebraska","NE","01","","","","","","Party Votes:","GRN","24.0","","","","","","","",""
"2008.0","Nebraska","NE","01","H4NE01155","","Steven R.","Larrick","Larrick, Steven R.","","N(GRN)","45.0","1.0","","","","","","",""
"2009.0","Nebraska","NE","01","","","","","","Party Votes:","N(GRN)","45.0","","","","","","","",""
"2010.0","Nebraska","NE","01","","","","","","District Votes:","","77319.0","","","","265072.0","","","",""
"2011.0","Nebraska","NE","02","H8NE02139","(I)","Lee","Terry","Terry, Lee","","R","23130.0","1.0","","","152608.0","0.6110087922999311","","",""
"2012.0","Nebraska","NE","02","","","","","","Party Votes:","R","23130.0","","","","","","","",""
"2013.0","Nebraska","NE","02","H8NE02139","(I)","Lee","Terry","Terry, Lee","","N(R)","333.0","1.0","","","","","","",""
"2014.0","Nebraska","NE","02","","","","","","Party Votes:","N(R)","333.0","","","","","","","",""
"2015.0","Nebraska","NE","02","H4NE02062","","Nancy","Thompson","Thompson, Nancy","","D","18265.0","1.0","","","90292.0","0.36150926474592016","","",""
"2016.0","Nebraska","NE","02","","","","","","Party Votes:","D","18265.0","","","","","","","",""
"2017.0","Nebraska","NE","02","H4NE02062","","Nancy","Thompson","Thompson, Nancy","","N(D)","308.0","1.0","","","","","","",""
"2018.0","Nebraska","NE","02","","","","","","Party Votes:","N(D)","308.0","","","","","","","",""
"2019.0","Nebraska","NE","02","H0NE02128","","Jack","Graziano","Graziano, Jack","","LBT","90.0","1.0","","","4656.0","0.01864159766819878","","",""
"2020.0","Nebraska","NE","02","","","","","","Party Votes:","LBT","90.0","","","","","","","",""
"2021.0","Nebraska","NE","02","H0NE02128","","Jack","Graziano","Graziano, Jack","","N(LBT)","19.0","1.0","","","","","","",""
"2022.0","Nebraska","NE","02","","","","","","Party Votes:","N(LBT)","19.0","","","","","","","",""
"2023.0","Nebraska","NE","02","H4NE02070","","Dante","Salvatierra","Salvatierra, Dante","","GRN","","","","","2208.0","0.008840345285949937","","",""
"2024.0","Nebraska","NE","02","","","","","","District Votes:","","42145.0","","","","249764.0","","","",""
"2025.0","Nebraska","NE","03","H0NE03159","(I)","Tom","Osborne","Osborne, Tom","","R","58247.0","1.0","","","218751.0","0.8745282566283942","","",""
"2026.0","Nebraska","NE","03","","","","","","Party Votes:","R","58247.0","","","","","","","",""
"2027.0","Nebraska","NE","03","H0NE03159","(I)","Tom","Osborne","Osborne, Tom","","N(R)","311.0","1.0","","","","","","",""
"2028.0","Nebraska","NE","03","","","","","","Party Votes:","N(R)","311.0","","","","","","","",""
"2029.0","Nebraska","NE","03","H4NE03037","","Donna J.","Anderson","Anderson, Donna J.","","D","19665.0","1.0","","","26434.0","0.1056785108900758","","",""
"2030.0","Nebraska","NE","03","","","","","","Party Votes:","D","19665.0","","","","","","","",""
"2031.0","Nebraska","NE","03","H4NE03037","","Donna J.","Anderson","Anderson, Donna J.","","N(D)","82.0","1.0","","","","","","",""
"2032.0","Nebraska","NE","03","","","","","","Party Votes:","N(D)","82.0","","","","","","","",""
"2033.0","Nebraska","NE","03","H4NE03045","","Joseph A.","Rosberg","Rosberg, Joseph A.","","NB","28.0","0.6666666666666666","","","3396.0","0.013576614321808936","","",""
"2034.0","Nebraska","NE","03","H6NE01044","","Duane E.F.","Dufek","Dufek, Duane E.F.","","NB","14.0","0.3333333333333333","","","","","","",""
"2035.0","Nebraska","NE","03","","","","","","Party Votes:","NB","42.0","","","","","","","",""
"2036.0","Nebraska","NE","03","H4NE03045","","Joseph A.","Rosberg","Rosberg, Joseph A.","","N(NB)","35.0","0.7291666666666666","","","","","","",""
"2037.0","Nebraska","NE","03","H6NE01044","","Duane E.F.","Dufek","Dufek, Duane E.F.","","N(NB)","13.0","0.2708333333333333","","","","","","",""
"2038.0","Nebraska","NE","03","","","","","","Party Votes:","N(NB)","48.0","","","","","","","",""
"2039.0","Nebraska","NE","03","H4NE03052 ","","Roy","Guisinger","Guisinger, Roy","","GRN","","","","","1555.0","0.0062166181597211115","","",""
"2040.0","Nebraska","NE","03","","","","","","District Votes:","","78395.0","","","","250136.0","","","",""
"2041.0","Nebraska","NE","H","","","","","","House Votes:","","197859.0","","","","764972.0","","","",""
"2042.0","Nebraska","NE","","","","","","","Total State Votes:","","197859.0","","","","764972.0","","","",""
"2043.0","Nevada","NV","01","H8NV01071","(I)","Shelley","Berkley","Berkley, Shelley","","D","27765.0","0.8316609255653736","","","133569.0","0.6598085320792745","","",""
"2044.0","Nevada","NV","01","H4NV01096","","Ann","Reynolds","Reynolds, Ann","","D","3208.0","0.09609105885876891","","","","","","",""
"2045.0","Nevada","NV","01","H4NV01088","","Brian","Kral","Kral, Brian","","D","2412.0","0.07224801557585742","","","","","","",""
"2046.0","Nevada","NV","01","","","","","","Party Votes:","D","33385.0","","","","","","","",""
"2047.0","Nevada","NV","01","H4NV01112","","Russ","Mickelson","Mickelson, Russ","","R","11868.0","0.6346524064171123","","","63005.0","0.3112341678357604","","",""
"2048.0","Nevada","NV","01","H4NV01104","","Lewis A.","Byer","Byer, Lewis A.","","R","4806.0","0.2570053475935829","","","","","","",""
"2049.0","Nevada","NV","01","H4NV01120","","Francisco E.","Tamez","Tamez, Francisco E.","","R","2026.0","0.10834224598930481","","","","","","",""
"2050.0","Nevada","NV","01","","","","","","Party Votes:","R","18700.0","","","","","","","",""
"2051.0","Nevada","NV","01","H4NV01138","","Jim","Duensing","Duensing, Jim","","LBT","","","","","5862.0","0.028957300084965124","","",""
"2052.0","Nevada","NV","01","","","","","","District Votes:","","52085.0","","","","202436.0","","","",""
"2053.0","Nevada","NV","02","H6NV02032","(I)","Jim","Gibbons","Gibbons, Jim","","R","Unopposed","","","","195466.0","0.6715221640860385","","",""
"2054.0","Nevada","NV","02","H4NV02110","","Angie G.","Cochran","Cochran, Angie G.","","D","18319.0","0.5063574548067886","","","79978.0","0.2747638957121606","","",""
"2055.0","Nevada","NV","02","H4NV02102","","David Jerome","Bennett","Bennett, David Jerome","","D","17859.0","0.4936425451932113","","","","","","",""
"2056.0","Nevada","NV","02","","","","","","Party Votes:","D","36178.0","","","","","","","",""
"2057.0","Nevada","NV","02","H2NV02205","","Janine","Hansen","Hansen, Janine","","IAP","","","","","10638.0","0.03654677939665864","","",""
"2058.0","Nevada","NV","02","H2NV02213","","Brendan J.","Trainor","Trainor, Brendan J.","","LBT","","","","","4997.0","0.017167160805142245","","",""
"2059.0","Nevada","NV","02","","","","","","District Votes:","","36178.0","","","","291079.0","","","",""
"2060.0","Nevada","NV","03","H0NV01078","(I)","Jon","Porter","Porter, Jon","","R","Unopposed","","","","162240.0","0.5445793809034701","","",""
"2061.0","Nevada","NV","03","H4NV03019","","Tom","Gallagher","Gallagher, Tom","","D","23349.0","0.6950348276477942","","","120365.0","0.40402056941843056","","",""
"2062.0","Nevada","NV","03","H4NV03043 ","","Shanna","Phillips","Phillips, Shanna","","D","2573.0","0.07659105792701078","","","","","","",""
"2063.0","Nevada","NV","03","H4NV03035","","Anna","Nevenic","Nevenic, Anna","","D","2239.0","0.06664880633446449","","","","","","",""
"2064.0","Nevada","NV","03","H4NV03027","","Rick","Devoe","Devoe, Rick","","D","2217.0","0.06599392748705125","","","","","","",""
"2065.0","Nevada","NV","03","H2NV03047","","Mark","Budetich","Budetich, Mark","","D","1833.0","0.05456331487765673","","","","","","",""
"2066.0","Nevada","NV","03","H4NV03050","","Ron","Von Felden","Von Felden, Ron","","D","1383.0","0.0411680657260225","","","","","","",""
"2067.0","Nevada","NV","03","","","","","","Party Votes:","D","33594.0","","","","","","","",""
"2068.0","Nevada","NV","03","H4NV03076","","Joseph P.","Silvestri","Silvestri, Joseph P.","","LBT","","","","","9260.0","0.031082378372572318","","",""
"2069.0","Nevada","NV","03","H4NV03068","","Richard Wayne","O'Dell","O'Dell, Richard Wayne","","IAP","","","","","6053.0","0.020317671305527023","","",""
"2070.0","Nevada","NV","03","","","","","","District Votes:","","33594.0","","","","297918.0","","","",""
"2071.0","Nevada","NV","H","","","","","","House Votes:","","121857.0","","","","791433.0","","","",""
"2072.0","Nevada","NV","S","S6NV00028","(I)","Harry","Reid","Reid, Harry","","D","Unopposed","","","","494805.0","0.6108190917305708","","",""
"2073.0","Nevada","NV","S","S4NV00130","","Richard","Ziser","Ziser, Richard","","R","40533.0","0.3349917766556196","","","284640.0","0.3513779090150457","","",""
"2074.0","Nevada","NV","S","S4NV00148","","Kenneth A.","Wegner","Wegner, Kenneth A.","","R","21406.0","0.17691347719364942","","","","","","",""
"2075.0","Nevada","NV","S","S4NV00171","","Robert ""Bob""","Brown","Brown, Robert ""Bob""","","R","19553.0","0.16159904791027876","","","","","","",""
"2076.0","Nevada","NV","S","","","","","None of These Candidates","","R","16827.0","0.13906956370819112","","","","","","",""
"2077.0","Nevada","NV","S","S4NV00189","","Royle William","Melton","Melton, Royle William","","R","10552.0","0.08720877377125053","","","","","","",""
"2078.0","Nevada","NV","S","S4NV00122","","Cherie M.","Tilley","Tilley, Cherie M.","","R","10357.0","0.08559716356603883","","","","","","",""
"2079.0","Nevada","NV","S","S4NV00197","","Carlo","Poliak","Poliak, Carlo","","R","1769.0","0.014620197194971776","","","","","","",""
"2080.0","Nevada","NV","S","","","","","","Party Votes:","R","120997.0","","","","","","","",""
"2081.0","Nevada","NV","S","","","","None of These Candidates","None of These Candidates","","","","","","","12968.0","0.01600853261701487","","",""
"2082.0","Nevada","NV","S","S4NV00213","","Thomas L.","Hurst","Hurst, Thomas L.","","LBT","","","","","9559.0","0.011800243930139198","","",""
"2083.0","Nevada","NV","S","H4NV01120","","David K.","Schumann","Schumann, David K.","","IAP","","","","","6001.0","0.0074080200674511276","","",""
"2084.0","Nevada","NV","S","S4NV00205","","Gary","Marinch","Marinch, Gary","","NL","","","","","2095.0","0.002586202639778389","","",""
"2085.0","Nevada","NV","S","","","","","","Senate Votes:","","120997.0","","","","810068.0","","","",""
"2086.0","Nevada","NV","","","","","","","Total State Votes:","","242854.0","","","","1601501.0","","","",""
"2087.0","New Hampshire","NH","01","H2NH01130","(I)","Jeb","Bradley","Bradley, Jeb","","R","27285.0","0.8951477969882878","","","204836.0","0.6334376507551674","","",""
"2088.0","New Hampshire","NH","01","H0NH01183","","R. ""Bob"" Tillman","Bevill","Bevill, R. ""Bob"" Tillman","","R","3076.0","0.10091532430038384","","","","","","",""
"2089.0","New Hampshire","NH","01","H4NH01193","","Justin","Nadeau","Nadeau, Justin","","W(R)","53.0","0.0017387880975033628","","","","","","",""
"2090.0","New Hampshire","NH","01","","","","Scattered","Scattered","","W(R)","41.0","0.001345100226370526","","","","","","",""
"2091.0","New Hampshire","NH","01","H4NH01201","","Peter J.","Duffy","Duffy, Peter J.","","W(R)","21.0","0.0006889537744824645","","","","","","",""
"2092.0","New Hampshire","NH","01","H4NH01185","","""Bob""","Bruce","Bruce, ""Bob""","","W(R)","5.0","0.00016403661297201535","","","","","","",""
"2093.0","New Hampshire","NH","01","","","","","","Party Votes:","R","30481.0","","","","","","","",""
"2094.0","New Hampshire","NH","01","H4NH01193","","Justin","Nadeau","Nadeau, Justin","","D","12150.0","0.5278019113814074","","","118226.0","0.36560370100070505","","",""
"2095.0","New Hampshire","NH","01","H4NH01201","","Peter J.","Duffy","Duffy, Peter J.","","D","5813.0","0.25251954821894007","","","","","","",""
"2096.0","New Hampshire","NH","01","H4NH01185","","""Bob""","Bruce","Bruce, ""Bob""","","D","4049.0","0.1758905299739357","","","","","","",""
"2097.0","New Hampshire","NH","01","H4NH01177","","Travis Joseph","Liles","Liles, Travis Joseph","","D","831.0","0.036099044309296266","","","","","","",""
"2098.0","New Hampshire","NH","01","","","","Scattered","Scattered","","W(D)","98.0","0.004257167680278019","","","","","","",""
"2099.0","New Hampshire","NH","01","H2NH01130","","Jeb","Bradley","Bradley, Jeb","","W(D)","73.0","0.00317115551694179","","","","","","",""
"2100.0","New Hampshire","NH","01","H0NH01183","","R. ""Bob"" Tillman","Bevill","Bevill, R. ""Bob"" Tillman","","W(D)","6.0","0.00026064291920069505","","","","","","",""
"2101.0","New Hampshire","NH","01","","","","","","Party Votes:","D","23020.0","","","","","","","",""
"2102.0","New Hampshire","NH","01","","","","Scattered","Scattered","","W","","","","","310.0","0.0009586482441275064","","",""
"2103.0","New Hampshire","NH","01","","","","","","District Votes:","","53501.0","","","","323372.0","","","",""
"2104.0","New Hampshire","NH","02","H0NH02017","(I)","Charles","Bass","Bass, Charles","","R","25414.0","0.7123356784483","","","191188.0","0.5825456894397826","","",""
"2105.0","New Hampshire","NH","02","H4NH02183","","Mark","Brady","Brady, Mark","","R","10167.0","0.28497351234689017","","","","","","",""
"2106.0","New Hampshire","NH","02","","","","Scattered","Scattered","","W(R)","63.0","0.0017658435406564454","","","","","","",""
"2107.0","New Hampshire","NH","02","H4NH02175","","Paul W.","Hodes","Hodes, Paul W.","","W(R)","28.0","0.0007848193514028646","","","","","","",""
"2108.0","New Hampshire","NH","02","H4NH02191","","""Chris""","Owen","Owen, ""Chris""","","W(R)","5.0","0.00014014631275051153","","","","","","",""
"2109.0","New Hampshire","NH","02","","","","","","Party Votes:","R","35677.0","","","","","","","",""
"2110.0","New Hampshire","NH","02","H4NH02175","","Paul W.","Hodes","Hodes, Paul W.","","D","15161.0","0.6001029132362254","","","125280.0","0.38172544287829757","","",""
"2111.0","New Hampshire","NH","02","H4NH02191","","""Chris""","Owen","Owen, ""Chris""","","D","9792.0","0.3875870804306523","","","","","","",""
"2112.0","New Hampshire","NH","02","H0NH02017","","Charles","Bass","Bass, Charles","","W(D)","146.0","0.00577897403419886","","","","","","",""
"2113.0","New Hampshire","NH","02","","","","Scattered","Scattered","","W(D)","123.0","0.004868587713742875","","","","","","",""
"2114.0","New Hampshire","NH","02","H4NH02183","","Mark","Brady","Brady, Mark","","W(D)","42.0","0.001662444585180494","","","","","","",""
"2115.0","New Hampshire","NH","02","","","","","","Party Votes:","D","25264.0","","","","","","","",""
"2116.0","New Hampshire","NH","02","H4NH02217","","Richard B.","Kahn","Kahn, Richard B.","","LBT","","","","","11311.0","0.034464371682602364","","",""
"2117.0","New Hampshire","NH","02","","","","Scattered","Scattered","","W","","","","","415.0","0.0012644959993174769","","",""
"2118.0","New Hampshire","NH","02","","","","","","District Votes:","","60941.0","","","","328194.0","","","",""
"2119.0","New Hampshire","NH","H","","","","","","House Votes:","","114442.0","","","","651566.0","","","",""
"2120.0","New Hampshire","NH","S","S2NH00025","(I)","Judd","Gregg","Gregg, Judd","","R","60597.0","0.9158605888398524","","","434847.0","0.6617809540912453","","",""
"2121.0","New Hampshire","NH","S","S4NH00062","","Tom","Alciere","Alciere, Tom","","R","2682.0","0.040535638715918025","","","","","","",""
"2122.0","New Hampshire","NH","S","S4NH00070","","Michael D.","Tipa","Tipa, Michael D.","","R","2563.0","0.038737077564838886","","","","","","",""
"2123.0","New Hampshire","NH","S","","","","Scattered","Scattered","","W(R)","179.0","0.002705398706245088","","","","","","",""
"2124.0","New Hampshire","NH","S","S4NH00054","","Doris R.","Haddock","Haddock, Doris R.","","W(R)","143.0","0.002161296173145517","","","","","","",""
"2125.0","New Hampshire","NH","S","","","","","","Party Votes:","R","66164.0","","","","","","","",""
"2126.0","New Hampshire","NH","S","S4NH00054","","Doris Granny D.","Haddock","Haddock, Doris Granny D.","","D","46745.0","0.9804106629753141","","","221549.0","0.33716895505306765","","",""
"2127.0","New Hampshire","NH","S","","","","Scattered","Scattered","","W(D)","553.0","0.011598397617399694","","","","","","",""
"2128.0","New Hampshire","NH","S","S2NH00025","","Judd","Gregg","Gregg, Judd","","W(D)","375.0","0.007865097841817152","","","","","","",""
"2129.0","New Hampshire","NH","S","S4NH00062","","Tom","Alciere","Alciere, Tom","","W(D)","3.0","6.292078273453722e-05","","","","","","",""
"2130.0","New Hampshire","NH","S","S4NH00070","","Michael D.","Tipa","Tipa, Michael D.","","W(D)","3.0","6.292078273453722e-05","","","","","","",""
"2131.0","New Hampshire","NH","S","","","","","","Party Votes:","D","47679.0","","","","","","","",""
"2132.0","New Hampshire","NH","S","","","","Scattered","Scattered","","W","","","","","588.0","0.0008948600335420326","","",""
"2133.0","New Hampshire","NH","S","","","Ken","Blevens","Blevens, Ken","","W","","","","","102.0","0.00015523082214504648","","",""
"2134.0","New Hampshire","NH","S","","","","","","Senate Votes:","","113843.0","","","","657086.0","","","",""
"2135.0","New Hampshire","NH","","","","","","","Total State Votes:","","228285.0","","","","1308652.0","","","",""
"2136.0","New Jersey","NJ","01","H0NJ01066","(I)","Robert E.","Andrews","Andrews, Robert E.","","D","20961.0","1.0","","","201163.0","0.7500400815799972","","",""
"2137.0","New Jersey","NJ","01","","","","","","Party Votes:","D","20961.0","","","","","","","",""
"2138.0","New Jersey","NJ","01","H4NJ01050","","S. Daniel","Hutchison","Hutchison, S. Daniel","","R","4188.0","0.5007173601147776","","","66109.0","0.24648866716628823","","",""
"2139.0","New Jersey","NJ","01","H4NJ04070","","John","Cusack","Cusack, John","","R","4176.0","0.49928263988522237","","","","","","",""
"2140.0","New Jersey","NJ","01","","","","","","Party Votes:","R","8364.0","","","","","","","",""
"2141.0","New Jersey","NJ","01","H4NJ01068","","Arturo Fulvio","Croce","Croce, Arturo Fulvio","","EPU","","","","","931.0","0.003471251253714537","","",""
"2142.0","New Jersey","NJ","01","","","","","","District Votes:","","29325.0","","","","268203.0","","","",""
"2143.0","New Jersey","NJ","02","H2NJ02037","(I)","Frank A.","LoBiondo","LoBiondo, Frank A.","","R","13844.0","1.0","","","172779.0","0.6509105567317908","","",""
"2144.0","New Jersey","NJ","02","","","","","","Party Votes:","R","13844.0","","","","","","","",""
"2145.0","New Jersey","NJ","02","H4NJ02108","","Timothy J.","Robb","Robb, Timothy J.","","D","11121.0","1.0","","","86792.0","0.3269716171517695","","",""
"2146.0","New Jersey","NJ","02","","","","","","Party Votes:","D","11121.0","","","","","","","",""
"2147.0","New Jersey","NJ","02 ","H4NJ02124","","Willie","Norwood","Norwood, Willie","","JEB","","","","","1993.0","0.007508231553409031","","",""
"2148.0","New Jersey","NJ","02","H4NJ02132","","Michael J.","Matthews, Jr.","Matthews, Michael J., Jr.","","LBT","","","","","1767.0","0.006656821452520702","","",""
"2149.0","New Jersey","NJ","02","H4NJ02116","","Jose David","Alcantara","Alcantara, Jose David","","GRN","","","","","1516.0","0.005711228818348265","","",""
"2150.0","New Jersey","NJ","02","H0NJ02098","","Costantino","Rozzo","Rozzo, Costantino","","SOC","","","","","595.0","0.002241544292161753","","",""
"2151.0","New Jersey","NJ","02","","","","","","District Votes:","","24965.0","","","","265442.0","","","",""
"2152.0","New Jersey","NJ","03","H4NJ13022","(I)","Jim","Saxton","Saxton, Jim","","R","16354.0","1.0","","","195938.0","0.6343868782822102","","",""
"2153.0","New Jersey","NJ","03","","","","","","Party Votes:","R","16354.0","","","","","","","",""
"2154.0","New Jersey","NJ","03","H4NJ03080","","Herb","Conaway","Conaway, Herb","","D","12083.0","1.0","","","107034.0","0.34654311634322127","","",""
"2155.0","New Jersey","NJ","03","","","","","","Party Votes:","D","12083.0","","","","","","","",""
"2156.0","New Jersey","NJ","03","H8NJ01101","","R. Edward","Forchion","Forchion, R. Edward","","USM","","","","","4914.0","0.01591001806632088","","",""
"2157.0","New Jersey","NJ","03","H4NJ03098","","Frank","Orland","Orland, Frank","","LBT","","","","","976.0","0.0031599873082476964","","",""
"2158.0","New Jersey","NJ","03","","","","","","District Votes:","","28437.0","","","","308862.0","","","",""
"2159.0","New Jersey","NJ","04","H8NJ04014","(I)","Christopher H.","Smith","Smith, Christopher H.","","R","14376.0","1.0","","","192671.0","0.6700364802314703","","",""
"2160.0","New Jersey","NJ","04","","","","","","Party Votes:","R","14376.0","","","","","","","",""
"2161.0","New Jersey","NJ","04","H4NJ04088","","Amy","Vasquez","Vasquez, Amy","","D","9588.0","1.0","","","92826.0","0.32281353350512776","","",""
"2162.0","New Jersey","NJ","04","","","","","","Party Votes:","D","9588.0","","","","","","","",""
"2163.0","New Jersey","NJ","04","H4NJ04104","","Richard","Edgar","Edgar, Richard","","LBT","","","","","2056.0","0.007149986263401877","","",""
"2164.0","New Jersey","NJ","04","","","","","","District Votes:","","23964.0","","","","287553.0","","","",""
"2165.0","New Jersey","NJ","05","H8NJ05052","(I)","Scott","Garrett","Garrett, Scott","","R","21523.0","1.0","","","171220.0","0.5756745397999495","","",""
"2166.0","New Jersey","NJ","05","","","","","","Party Votes:","R","21523.0","","","","","","","",""
"2167.0","New Jersey","NJ","05","H4NJ05077","","Dorothea Anne","Wolfe","Wolfe, Dorothea Anne","","D","7588.0","0.8270299727520436","","","122259.0","0.4110582499789863","","",""
