"FEC ID","STATE","DISTRICT","FIRST NAME","LAST NAME","LAST NAME,  FIRST","TOTAL VOTES","PARTY","PRIMARY RESULTS","PRIMARY %","RUNOFF RESULTS","RUNOFF %","GENERAL RESULTS","GENERAL %","GENERAL RUNOFF RESULTS","GENERAL RUNOFF %","INCUMBENT INDICATOR","NOTES (See Endnotes Page)"
"H2NY01067","NY","01","Timothy H.","Bishop","Bishop, Timothy H.","","D ","Unopposed","","","","[81,325]","","","","",""
"H2NY01067","NY","01","Timothy H.","Bishop","Bishop, Timothy H.","","WF","Unopposed","","","","[2,951]","","","","",""
"H0NY01095","NY","01","Felix J.","Grucci, Jr.","Grucci, Felix J., Jr.","","R/IDP/C/RTL","","","","","81524.0","0.4858663456323641","","","(I)",""
"H0NY01095","NY","01","Felix J.","Grucci, Jr.","Grucci, Felix J., Jr.","","R ","Unopposed","","","","[64,999]","","","","",""
"H0NY01095","NY","01","Felix J.","Grucci, Jr.","Grucci, Felix J., Jr.","","IDP","Unopposed","","","","[4,522]","","","","",""
"H0NY01095","NY","01","Felix J.","Grucci, Jr.","Grucci, Felix J., Jr.","","C","Unopposed","","","","[6,116]","","","","",""
"H0NY01095","NY","01","Felix J.","Grucci, Jr.","Grucci, Felix J., Jr.","","RTL","Unopposed","","","","[5,887]","","","","",""
"H2NY01075","NY","01","Lorna","Salzman","Salzman, Lorna","","GRN","Unopposed","","","","1991.0","0.011865952285879456","","","",""
"","NY","01","","","   ","Total District Votes:",""," ","","","","167791.0","","","","",""
"H0NY02085","NY","02","Steve J.","Israel","Israel, Steve J.","","D/IDP/WF"," ","","","","85451.0","0.5847761520879241","","","(I)",""
"H0NY02085","NY","02","Steve J.","Israel","Israel, Steve J.","","D","Unopposed","","","","[75,845]","","","","",""
"H0NY02085","NY","02","Steve J.","Israel","Israel, Steve J.","","IDP","Unopposed","","","","[7,632]","","","","",""
"H0NY02085","NY","02","Steve J.","Israel","Israel, Steve J.","","WF","Unopposed","","","","[1,974]","","","","",""
"H2NY05068","NY","02","Joseph P.","Finley","Finley, Joseph P.","","R/C/RTL"," ","","","","59117.0","0.4045618165145149","","","",""
"H2NY05068","NY","02","Joseph P.","Finley","Finley, Joseph P.","","R","Unopposed","","","","[48,239]","","","","",""
"H2NY05068","NY","02","Joseph P.","Finley","Finley, Joseph P.","","C","Unopposed","","","","[5,772]","","","","",""
"H2NY05068","NY","02","Joseph P.","Finley","Finley, Joseph P.","","RTL","Unopposed","","","","[5,106]","","","","",""
"H2NY02073","NY","02","John ","Keenan","Keenan, John ","","GRN","Unopposed","","","","1558.0","0.010662031397561009","","","",""
"","NY","02","","","   ","Total District Votes:",""," ","","","","146126.0","","","","",""
"H2NY03089","NY","03","Peter T.","King","King, Peter T.","","R/C/IDP/RTL"," ","","","","121537.0","0.7188475915586259","","","(I)",""
"H2NY03089","NY","03","Peter T.","King","King, Peter T.","","IDP","Unopposed","","","","[7,904]","","","","",""
"H2NY03089","NY","03","Peter T.","King","King, Peter T.","","RTL","Unopposed","","","","[7,646]","","","","",""
"H2NY03089","NY","03","Peter T.","King","King, Peter T.","","C","Unopposed","","","","[7,113]","","","","",""
"H2NY03089","NY","03","Peter T.","King","King, Peter T.","","R","11932.0","0.780430374779253","","","[98,874]","","","","",""
"H8NY03045","NY","03","Robert ","Previdi","Previdi, Robert ","","R","3357.0","0.21956962522074694","","","","","","","",""
"","NY","03","","","   ","Total Party Votes:","R","15289.0","","","","","","","","",""
"H2NY03105","NY","03","Stuart L.","Finz","Finz, Stuart L.","","D","Unopposed","","","","46022.0","0.2722035582473739","","","",""
"H2NY03113","NY","03","Janeen","DePrima","DePrima, Janeen","","L","Unopposed","","","","1513.0","0.008948850194000189","","","",""
"","NY","03","","","   ","Total District Votes:","","15289.0","","","","169072.0","","","","",""
"H6NY04112","NY","04","Carolyn","McCarthy","McCarthy, Carolyn","","D/IDP/L/WF"," ","","","","94806.0","0.5625133499466002","","","(I)",""
"H6NY04112","NY","04","Carolyn","McCarthy","McCarthy, Carolyn","","D","Unopposed","","","","[85,496]","","","","",""
"H6NY04112","NY","04","Carolyn","McCarthy","McCarthy, Carolyn","","IDP","Unopposed","","","","[5,272]","","","","",""
"H6NY04112","NY","04","Carolyn","McCarthy","McCarthy, Carolyn","","L","Unopposed","","","","[1,155]","","","","",""
"H6NY04112","NY","04","Carolyn","McCarthy","McCarthy, Carolyn","","WF","Unopposed","","","","[2,883]","","","","",""
"H2NY04129","NY","04","Marilyn F.","O'Grady","O'Grady, Marilyn F.","","R/C/RTL"," ","","","","72882.0","0.4324314702741189","","","",""
"H2NY04129","NY","04","Marilyn F.","O'Grady","O'Grady, Marilyn F.","","RTL","Unopposed","","","","[6,101]","","","","",""
"H2NY04129","NY","04","Marilyn F.","O'Grady","O'Grady, Marilyn F.","","R","9776.0","0.4993870044953004","","","[61,473]","","","","",""
"H2NY04079","NY","04","Daniel","Frisa","Frisa, Daniel","","R","5938.0","0.303330608908868","","","","","","","",""
"H2NY04145","NY","04","Steven","Irace","Irace, Steven","","R","3862.0","0.19728238659583164","","","","","","","",""
"","NY","04","","","   ","Total Party Votes:","R","19576.0","","","","","","","","",""
"H2NY04129","NY","04","Marilyn F.","O'Grady","O'Grady, Marilyn F.","","C","359.0","0.5113960113960114","","","[5,308]","","","","",""
"H2NY04079","NY","04","Daniel","Frisa","Frisa, Daniel","","C","300.0","0.42735042735042733","","","","","","","",""
"H2NY04145","NY","04","Steven","Irace","Irace, Steven",""," W(C)","43.0","0.06125356125356125","","","","","","","",""
"","NY","04","","","   ","Total Party Votes:","C","702.0","","","","","","","","",""
"H2NY04152","NY","04","Tim ","Derham","Derham, Tim ","","GRN","Unopposed","","","","852.0","0.005055179779280883","","","",""
"","NY","04","","","   ","Total District Votes:","","20278.0","","","","168540.0","","","","",""
"H4NY07011","NY","05","Gary L.","Ackerman","Ackerman, Gary L.","","D/IDP/L/WF"," ","","","","68773.0","0.9232390490126324","","","(I)",""
"H4NY07011","NY","05 ","Gary L.","Ackerman","Ackerman, Gary L.","","D","Unopposed","","","","[61,736]","","","","",""
"H4NY07011","NY","05","Gary L.","Ackerman","Ackerman, Gary L.","","IDP","Unopposed","","","","[3,614]","","","","",""
"H4NY07011","NY","05","Gary L.","Ackerman","Ackerman, Gary L.","","L","Unopposed","","","","[1,541]","","","","",""
"H4NY07011","NY","05","Gary L.","Ackerman","Ackerman, Gary L.","","WF","Unopposed","","","","[1,882]","","","","",""
"H2NY05076","NY","05","Perry S.","Reich","Reich, Perry S.","","C ","Unopposed","","","","5718.0","0.0767609509873676","","","",""
"","NY","05","","","   ","Total District Votes:","","","","","","74491.0","","","","",""
"H8NY06048","NY","06","Gregory W.","Meeks","Meeks, Gregory W.","","D/L/WF"," ","","","","72799.0","0.9651071840489984","","","(I)",""
"H8NY06048","NY","06","Gregory W.","Meeks","Meeks, Gregory W.","","WF","Unopposed","","","","[3,352]","","","","",""
"H8NY06048","NY","06","Gregory W.","Meeks","Meeks, Gregory W.","","L","Unopposed","","","","[729]","","","","",""
"H8NY06048","NY","06","Gregory W.","Meeks","Meeks, Gregory W.","","D","22209.0","0.7865769435098282","","","[68,718]","","","","",""
"H2NY06090","NY","06","Rey","Clarke","Clarke, Rey","","D","6024.0","0.21335222241898352","","","","","","","",""
"","NY","06","","Scattered","Scattered ","","W(D)","2.0","7.083407118824155e-05","","","","","","","",""
"","NY","06","","","   ","Total Party Votes:","D","28235.0","","","","","","","","",""
"H2NY06090","NY","06","Rey","Clarke","Clarke, Rey","","IDP","Unopposed","","","","2632.0","0.03489281595100158","","","",""
"","NY","06","","Scattered","Scattered ","","W(GRN)","4.0","1.0","","","","","","","",""
"","NY","06","","","   ","Total Party Votes:","GRN","4.0","","","","","","","","",""
"","NY","06","","","   ","Total District Votes:","","28239.0","","","","75431.0","","","","",""
"H8NY07046","NY","07","Joseph","Crowley","Crowley, Joseph","","D/WF"," ","","","","50967.0","0.7329268468053898","","","(I)",""
"H8NY07046","NY","07","Joseph","Crowley","Crowley, Joseph","","WF","Unopposed","","","","[1,984]","","","","",""
"H8NY07046","NY","07","Joseph","Crowley","Crowley, Joseph","","D","15166.0","0.6403749524975721","","","[48,983]","","","","",""
"H2NY17055","NY","07","Dennis","Coleman","Coleman, Dennis","","D","8516.0","0.3595828231220707","","","","","","","",""
"","NY","07","","Scattered","Scattered ","","W(D)","1.0","4.2224380357218257e-05","","","","","","","",""
"","NY","07","","","   ","Total Party Votes:","D","23683.0","","","","","","","","",""
"H0NY18081","NY","07","Kevin","Brawley","Brawley, Kevin","","R/C"," ","","","","18572.0","0.2670731531946102","","","",""
"H0NY18081","NY","07","Kevin","Brawley","Brawley, Kevin","","R","Unopposed","","","","[16,460]","","","","",""
"H0NY18081","NY","07","Kevin","Brawley","Brawley, Kevin","","C","Unopposed","","","","[2,112]","","","","",""
"","NY","07","","","   ","Total District Votes:","","23683.0","","","","69539.0","","","","",""
"H2NY17071","NY","08","Jerrold L.","Nadler","Nadler, Jerrold L.","","D/L/WF"," ","","","","81002.0","0.7607178745503893","","","(I)",""
"H2NY17071","NY","08","Jerrold L.","Nadler","Nadler, Jerrold L.","","D","Unopposed","","","","[71,996]","","","","",""
"H2NY17071","NY","08","Jerrold L.","Nadler","Nadler, Jerrold L.","","WF","Unopposed","","","","[6,390]","","","","",""
"H2NY17071","NY","08","Jerrold L.","Nadler","Nadler, Jerrold L.","","L","Unopposed","","","","[2,616]","","","","",""
"H2NY08088","NY","08","Jim ","Farrin","Farrin, Jim ","","R/IDP"," ","","","","19674.0","0.18476535719987602","","","",""
"H2NY08088","NY","08","Jim ","Farrin","Farrin, Jim ","","R","Unopposed","","","","[18,623]","","","","",""
"H2NY08088","NY","08","Jim ","Farrin","Farrin, Jim ","","IDP","Unopposed","","","","[1,051]","","","","",""
"H2NY08104","NY","08","Alan Jay","Gerber","Gerber, Alan Jay","","C","Unopposed","","","","3361.0","0.03156431663864915","","","",""
"H0NY08066","NY","08","Dan ","Wentzel","Wentzel, Dan ","","GRN","Unopposed","","","","1918.0","0.018012603187423107","","","",""
"H2NY08112","NY","08","Joseph","Dobrian","Dobrian, Joseph","","LBT"," ","","","","526.0","0.004939848423662438","","","",""
"","NY","08","","","   ","Total District Votes:","","","","","","106481.0","","","","",""
"H8NY09091","NY","09","Anthony D.","Weiner","Weiner, Anthony D.","","D/L/WF"," ","","","","60737.0","0.6570779466652242","","","(I)",""
"H8NY09091","NY ","09","Anthony D.","Weiner","Weiner, Anthony D.","","D","Unopposed","","","","[57,104]","","","","",""
"H8NY09091","NY ","09","Anthony D.","Weiner","Weiner, Anthony D.","","WF","Unopposed","","","","[1,893]","","","","",""
"H8NY09091","NY","09","Anthony D.","Weiner","Weiner, Anthony D.","","L","Unopposed","","","","[1,740]","","","","",""
"H2NY09078","NY","09","Alfred F.","Donohue","Donohue, Alfred F.","","R/C"," ","","","","31698.0","0.34292205333477577","","","",""
"H2NY09078","NY ","09","Alfred F.","Donohue","Donohue, Alfred F.","","R","Unopposed","","","","[27,882]","","","","",""
"H2NY09078","NY","09","Alfred F.","Donohue","Donohue, Alfred F.","","C","Unopposed","","","","[3,816]","","","","",""
"","NY ","09","","","   ","Total District Votes:","","","","","","92435.0","","","","",""
"H2NY11017","NY","10","Edolphus","Towns","Towns, Edolphus","","D/L"," ","","","","73859.0","0.9782908156507457","","","(I)",""
"H2NY11017","NY","10","Edolphus","Towns","Towns, Edolphus","","D","Unopposed","","","","[72,313]","","","","",""
"H2NY11017","NY","10","Edolphus","Towns","Towns, Edolphus","","L","Unopposed","","","","[1,546]","","","","",""
"H2NY10084","NY","10","Herbert F. ","Ryan","Ryan, Herbert F. ","","C","Unopposed","","","","1639.0","0.021709184349254285","","","",""
"","NY","10","","","   ","Total District Votes:","","","","","","75498.0","","","","",""
"H2NY12023","NY","11","Major R.","Owens","Owens, Major R.","","D/WF"," ","","","","76917.0","0.8655586064097948","","","(I)",""
"H2NY12023","NY","11","Major R.","Owens","Owens, Major R.","","D","Unopposed","","","","[67,967]","","","","",""
"H2NY12023","NY","11","Major R.","Owens","Owens, Major R.","","WF","Unopposed","","","","[8,950]","","","","",""
"H0NY11052","NY","11","Susan","Cleary","Cleary, Susan","","R/IDP"," ","","","","11149.0","0.12546137918617212","","","",""
"H0NY11052","NY","11","Susan","Cleary","Cleary, Susan","","R","Unopposed","","","","[9,250]","","","","",""
"H0NY11052","NY","11","Susan","Cleary","Cleary, Susan","","IDP","Unopposed","","","","[1,899]","","","","",""
"H6NY10069","NY","11","Alice","Gaffney","Gaffney, Alice","","C","Unopposed","","","","798.0","0.00898001440403313","","","",""
"","NY","11","","","   ","Total District Votes:","","","","","","88864.0","","","","",""
"H2NY00010","NY","12","Nydia M.","Velazquez","Velazquez, Nydia M.","","D/WF"," ","","","","48408.0","0.9580620262433946","","","(I)",""
"H2NY00010","NY","12","Nydia M.","Velazquez","Velazquez, Nydia M.","","D","Unopposed","","","","[43,809]","","","","",""
"H2NY00010","NY","12","Nydia M.","Velazquez","Velazquez, Nydia M.","","WF","Unopposed","","","","[4,599]","","","","",""
"H0NY12126","NY","12","Cesar","Estevez","Estevez, Cesar","","C","Unopposed","","","","2119.0","0.04193797375660538","","","",""
"","NY","12","","","   ","Total District Votes:","","","","","","50527.0","","","","",""
"H8NY13028","NY","13","Vito","Fossella","Fossella, Vito","","R/C/RTL"," ","","","","72204.0","0.6963247278022624","","","(I)",""
"H8NY13028","NY","13","Vito","Fossella","Fossella, Vito","","R","Unopposed","","","","[62,520]","","","","",""
"H8NY13028","NY","13","Vito","Fossella","Fossella, Vito","","C","Unopposed","","","","[7,166]","","","","",""
"H8NY13028","NY","13","Vito","Fossella","Fossella, Vito","","RTL","Unopposed","","","","[2,518]","","","","",""
"H2NY13054","NY","13","Arne M.","Mattsson","Mattsson, Arne M.","","D/L/WF"," ","","","","29366.0","0.2832013732845997","","","",""
"H2NY13054","NY","13","Arne M.","Mattsson","Mattsson, Arne M.","","D","Unopposed","","","","[27,304]","","","","",""
"H2NY13054","NY","13","Arne M.","Mattsson","Mattsson, Arne M.","","WF","Unopposed","","","","[1,271]","","","","",""
"H2NY13054","NY","13","Arne M.","Mattsson","Mattsson, Arne M.","","L","Unopposed","","","","[791]","","","","",""
"H8NY13051","NY","13","Anita","Lerman","Lerman, Anita","","IDP","Unopposed","","","","1427.0","0.01376177755489763","","","",""
"H2NY13062","NY","13","Henry J.","Bardel","Bardel, Henry J.","","GRN","Unopposed","","","","696.0","0.00671212135824019","","","",""
"","NY","13","","","   ","Total District Votes:","","","","","","103693.0","","","","",""
"H2NY14037","NY","14","Carolyn B.","Maloney","Maloney, Carolyn B.","","D/IDP/L/WF"," ","","","","95931.0","0.7525239451203728","","","(I)",""
"H2NY14037","NY","14","Carolyn B.","Maloney","Maloney, Carolyn B.","","D","Unopposed","","","","[85,029]","","","","",""
"H2NY14037","NY","14","Carolyn B.","Maloney","Maloney, Carolyn B.","","WF","Unopposed","","","","[4,863]","","","","",""
"H2NY14037","NY","14","Carolyn B.","Maloney","Maloney, Carolyn B.","","IDP","Unopposed","","","","[3,383]","","","","",""
"H2NY14037","NY","14","Carolyn B.","Maloney","Maloney, Carolyn B.","","L","Unopposed","","","","[2,656]","","","","",""
"H2NY14086","NY","14","Anton","Srdanovic","Srdanovic, Anton","","R/C"," ","","","","31548.0","0.24747605487962723","","","",""
"H2NY14086","NY","14","Anton","Srdanovic","Srdanovic, Anton","","R","Unopposed","","","","[30,053]","","","","",""
"H2NY14086","NY","14","Anton","Srdanovic","Srdanovic, Anton","","C","Unopposed","","","","[1,495]","","","","",""
"","NY","14","","","   ","Total District Votes:","","","","","","127479.0","","","","",""
"H6NY19029","NY","15","Charles B.","Rangel","Rangel, Charles B.","","D/WF"," ","","","","84367.0","0.8845819134993447","","","(I)",""
"H6NY19029","NY","15","Charles B.","Rangel","Rangel, Charles B.","","D","Unopposed","","","","[77,036]","","","","",""
"H6NY19029","NY","15","Charles B.","Rangel","Rangel, Charles B.","","WF","Unopposed","","","","[7,331]","","","","",""
"H2NY15067","NY","15","Jessie A.","Fields","Fields, Jessie A.","","R/IDP"," ","","","","11008.0","0.11541808650065531","","","",""
"H2NY15067","NY","15","Jessie A.","Fields","Fields, Jessie A.","","R","Unopposed","","","","[8,790]","","","","",""
"H2NY15067","NY","15","Jessie A.","Fields","Fields, Jessie A.","","IDP","Unopposed","","","","[2,218]","","","","",""
"","NY","15","","","   ","Total District Votes:","","","","","","95375.0","","","","",""
"H0NY18065","NY","16","Jose E.","Serrano","Serrano, Jose E.","","D/WF"," ","","","","50716.0","0.9207363567045496","","","(I)",""
"H0NY18065","NY","16","Jose E.","Serrano","Serrano, Jose E.","","D","Unopposed","","","","[48,411]","","","","",""
"H0NY18065","NY","16","Jose E.","Serrano","Serrano, Jose E.","","WF","Unopposed","","","","[2,305]","","","","",""
"H0NY15079","NY","16","Frank","Dellavalle","Dellavalle, Frank","","R/C"," ","","","","4366.0","0.07926364329545042","","","",""
"H0NY15079","NY","16","Frank","Dellavalle","Dellavalle, Frank","","R","Unopposed","","","","[3,916]","","","","",""
"H0NY15079","NY","16","Frank","Dellavalle","Dellavalle, Frank","","C","Unopposed","","","","[450]","","","","",""
"","NY","16","","","   ","Total District Votes:","","","","","","55082.0","","","","",""
"H8NY19058","NY","17","Eliot L.","Engel","Engel, Eliot L.","","D/L/WF"," ","","","","77535.0","0.6260749497347448","","","(I)",""
"H8NY19058","NY","17","Eliot L.","Engel","Engel, Eliot L.","","D","Unopposed","","","","[73,569]","","","","",""
"H8NY19058","NY","17","Eliot L.","Engel","Engel, Eliot L.","","WF","Unopposed","","","","[2,721]","","","","",""
"H8NY19058","NY","17","Eliot L.","Engel","Engel, Eliot L.","","L","Unopposed","","","","[1,245]","","","","",""
"H2NY17097","NY","17","C. Scott","Vanderhoef","Vanderhoef, C. Scott","","R/IDP/C"," ","","","","42634.0","0.3442584562712467","","","",""
"H2NY17097","NY","17","C. Scott","Vanderhoef","Vanderhoef, C. Scott","","R","Unopposed","","","","[35,389]","","","","",""
"H2NY17097","NY","17","C. Scott","Vanderhoef","Vanderhoef, C. Scott","","C","Unopposed","","","","[4,135]","","","","",""
"H2NY17097","NY","17","C. Scott","Vanderhoef","Vanderhoef, C. Scott","","IDP","Unopposed","","","","[3,110]","","","","",""
"H2NY17121","NY","17","Arthur L.","Gallagher","Gallagher, Arthur L.","","RTL","Unopposed","","","","1931.0","0.015592322537406233","","","",""
"H2NY17105","NY","17","Elizabeth","Shanklin","Shanklin, Elizabeth","","GRN","Unopposed","","","","1743.0","0.01407427145660231","","","",""
"","NY","17","","","   ","Total District Votes:","","","","","","123843.0","","","","",""
"H8NY20056","NY","18","Nita M.","Lowey","Lowey, Nita M.","","D/WF"," ","","","","98957.0","0.9204018043993861","","","(I)",""
"H8NY20056","NY","18","Nita M.","Lowey","Lowey, Nita M.","","D","Unopposed","","","","[95,396]","","","","",""
"H8NY20056","NY","18","Nita M.","Lowey","Lowey, Nita M.","","WF","Unopposed","","","","[3,561]","","","","",""
"H2NY18053","NY","18","Michael J.","Reynolds","Reynolds, Michael J.","","RTL","Unopposed","","","","8558.0","0.07959819560061387","","","",""
"","NY","18","","","   ","Total District Votes:","","","","","","107515.0","","","","",""
"H4NY19073","NY","19","Sue W.","Kelly","Kelly, Sue W.","","R/IDP/C"," ","","","","121129.0","0.6997146356116272","","","(I)",""
"H4NY19073","NY","19","Sue W.","Kelly","Kelly, Sue W.","","R","Unopposed","","","","[102,848]","","","","",""
"H4NY19073","NY","19","Sue W.","Kelly","Kelly, Sue W.","","IDP","Unopposed","","","","[8,633]","","","","",""
"H4NY19073","NY","19","Sue W.","Kelly","Kelly, Sue W.","","C","Unopposed","","","","[9,648]","","","","",""
"H2NY19051","NY","19","Janine M.H.","Selendy","Selendy, Janine M.H.","","D","Unopposed","","","","44967.0","0.2597566893109663","","","",""
"H8NY20098","NY","19","Christine M.","Tighe","Tighe, Christine M.","","RTL","Unopposed","","","","4374.0","0.025266879245806183","","","",""
"H2NY19069","NY","19","Jonathan M.","Wright","Wright, Jonathan M.","","GRN","Unopposed","","","","2642.0","0.015261795831600351","","","",""
"","NY","19","","","   ","Total District Votes:","","","","","","173112.0","","","","",""
"H8NY22045","NY","20","John E.","Sweeney","Sweeney, John E.","","R/C"," ","","","","140238.0","0.733163249302063","","","(I)",""
"H8NY22045","NY","20","John E.","Sweeney","Sweeney, John E.","","R","Unopposed","","","","[125,335]","","","","",""
"H8NY22045","NY","20","John E.","Sweeney","Sweeney, John E.","","C","Unopposed","","","","[14,903]","","","","",""
"H2NY20075","NY","20","Frank N.","Stoppenbach, Jr.","Stoppenbach, Frank N., Jr.","","D","Unopposed","","","","45878.0","0.23984985204780476","","","",""
"H2NY20083","NY","20","Margaret","Lewis","Lewis, Margaret","","GRN","Unopposed","","","","5162.0","0.02698689865013227","","","",""
"","NY","20","","","   ","Total District Votes:","","","","","","191278.0","","","","",""
"H8NY23084","NY","21","Michael R.","McNulty","McNulty, Michael R.","","D/IDP/C/WF"," ","","","","161329.0","0.7508773399610899","","","(I)",""
"H8NY23084","NY","21","Michael R.","McNulty","McNulty, Michael R.","","D","Unopposed","","","","[128,584]","","","","",""
"H8NY23084","NY","21","Michael R.","McNulty","McNulty, Michael R.","","IDP","Unopposed","","","","[17,810]","","","","",""
"H8NY23084","NY","21","Michael R.","McNulty","McNulty, Michael R.","","C","Unopposed","","","","[10,489]","","","","",""
"H8NY23084","NY","21","Michael R.","McNulty","McNulty, Michael R.","","WF","Unopposed","","","","[4,446]","","","","",""
"H2NY21081","NY","21","Charles B.","Rosenstein","Rosenstein, Charles B.","","R","Unopposed","","","","53525.0","0.24912266003891015","","","",""
"","NY","21","","","   ","Total District Votes:","","","","","","214854.0","","","","",""
"H2NY26080","NY","22","Maurice D.","Hinchey","Hinchey, Maurice D.","","D/IDP/L/WF"," ","","","","113280.0","0.6418712177874482","","","(I)",""
"H2NY26080","NY","22","Maurice D.","Hinchey","Hinchey, Maurice D.","","D","Unopposed","","","","[92,336]","","","","",""
"H2NY26080","NY","22","Maurice D.","Hinchey","Hinchey, Maurice D.","","IDP","Unopposed","","","","[13,215]","","","","",""
"H2NY26080","NY","22","Maurice D.","Hinchey","Hinchey, Maurice D.","","L","Unopposed","","","","[2,594]","","","","",""
"H2NY26080","NY","22","Maurice D.","Hinchey","Hinchey, Maurice D.","","WF","Unopposed","","","","[5,135]","","","","",""
"H2NY22071","NY","22","Eric","Hall","Hall, Eric","","R/C"," ","","","","58008.0","0.3286870197864962","","","",""
"H2NY22071","NY","22","Eric","Hall","Hall, Eric","","R","Unopposed","","","","[52,499]","","","","",""
"H2NY22071","NY","22","Eric","Hall","Hall, Eric","","C","Unopposed","","","","[5,509]","","","","",""
"H2NY22097","NY","22","Steven ","Greenfield","Greenfield, Steven ","","GRN","Unopposed","","","","2723.0","0.015429160717118832","","","",""
"H0NY26043","NY","22","Paul J.","Laux","Laux, Paul J.","","RTL","Unopposed","","","","2473.0","0.014012601708936787","","","",""
"","NY","22","","","   ","Total District Votes:","","","","","","176484.0","","","","",""
"H2NY24036","NY","23","John M.","McHugh","McHugh, John M.","","R/C"," ","","","","124682.0","1.0","","","(I)",""
"H2NY24036","NY","23","John M.","McHugh","McHugh, John M.","","R","Unopposed","","","","[110,042]","","","","",""
"H2NY24036","NY","23","John M.","McHugh","McHugh, John M.","","C","Unopposed","","","","[14,640]","","","","",""
"","NY","23","","","   ","Total District Votes:","","","","","","124682.0","","","","",""
"H2NY25017","NY","24","Sherwood L.","Boehlert","Boehlert, Sherwood L.","","R","21504.0","0.5339027236388013","","","108017.0","0.7070239630310845","","","(I)",""
"H2NY24085","NY","24","David L.","Walrath","Walrath, David L.","","R","18773.0","0.4660972763611987","","","","","","","",""
"","NY","24","","","   ","Total Party Votes:","R","40277.0","","","","","","","","",""
"H2NY24085","NY","24","David L.","Walrath","Walrath, David L.","","C","Unopposed","","","","32991.0","0.21594219025115036","","","",""
"H2NY24093","NY","24","Mark ","Dunau","Dunau, Mark ","","GRN","Unopposed","","","","6660.0","0.043592949200468654","","","",""
"H2NY24101","NY","24","Kathleen M.","Peters","Peters, Kathleen M.","","RTL","Unopposed","","","","5109.0","0.03344089751729645","","","",""
"","NY","24","","","   ","Total District Votes:","","40277.0","","","","152777.0","","","","",""
"H8NY27036","NY","25","James T.","Walsh","Walsh, James T.","","R/IDP/C"," ","","","","144610.0","0.7229379446185841","","","(I)",""
"H8NY27036","NY","25","James T.","Walsh","Walsh, James T.","","R","Unopposed","","","","[113,914]","","","","",""
"H8NY27036","NY","25","James T.","Walsh","Walsh, James T.","","IDP","Unopposed","","","","[18,902]","","","","",""
"H8NY27036","NY","25","James T.","Walsh","Walsh, James T.","","C","Unopposed","","","","[11,794]","","","","",""
"H2NY25058","NY","25","Stephanie Polowe","Aldersley","Aldersley, Stephanie Polowe","","D","Unopposed","","","","53290.0","0.2664087066504692","","","",""
"H0NY25045","NY","25","Francis J.","Gavin","Gavin, Francis J.","","WF","Unopposed","","","","2131.0","0.010653348730946702","","","",""
"","NY","25","","","   ","Total District Votes:","","","","","","200031.0","","","","",""
"H8NY27077","NY","26","Thomas M.","Reynolds","Reynolds, Thomas M.","","R/IDP/C"," ","","","","135089.0","0.7363443603202895","","","(I)",""
"H8NY27077","NY","26","Thomas M.","Reynolds","Reynolds, Thomas M.","","R","Unopposed","","","","[105,807]","","","","",""
"H8NY27077","NY","26","Thomas M.","Reynolds","Reynolds, Thomas M.","","IDP","Unopposed","","","","[18,345]","","","","",""
"H8NY27077","NY","26","Thomas M.","Reynolds","Reynolds, Thomas M.","","C","Unopposed","","","","[10,937]","","","","",""
"H2NY26114","NY","26","Ayesha F.","Nariman","Nariman, Ayesha F.","","D","Unopposed","","","","41140.0","0.22424628936165575","","","",""
"H2NY26130","NY","26","Shawn ","Harris","Harris, Shawn ","","W(RTL)/RTL","4.0","1.0","","","4084.0","0.022261104660986925","","","",""
"","NY","26","","","   ","Total Party Votes:","RTL","4.0","","","","","","","","",""
"H2NY26122","NY","26","Paul E.","Fallon","Fallon, Paul E.","","GRN","Unopposed","","","","3146.0","0.017148245657067792","","","",""
"","NY","26","","","   ","Total District Votes:","","4.0","","","","183459.0","","","","",""
"H2NY30041","NY","27","Jack ","Quinn","Quinn, Jack ","","R/C"," ","","","","120117.0","0.6906490952684871","","","(I)",""
"H2NY30041","NY","27","Jack ","Quinn","Quinn, Jack ","","R","Unopposed","","","","[105,946]","","","","",""
"H2NY30041","NY","27","Jack ","Quinn","Quinn, Jack ","","C","Unopposed","","","","[14,171]","","","","",""
"H2NY27070","NY","27","Peter","Crotty","Crotty, Peter","","D/WF"," ","","","","47811.0","0.2749038345436669","","","",""
"H2NY27070","NY","27","Peter","Crotty","Crotty, Peter","","D","Unopposed","","","","[45,060]","","","","",""
"H2NY27070","NY","27","Peter","Crotty","Crotty, Peter","","WF","Unopposed","","","","[2,751]","","","","",""
"H2NY27088","NY","27","Thomas ","Casey","Casey, Thomas ","","RTL","Unopposed","","","","3586.0","0.020618793806312135","","","",""
"H2NY27096","NY","27","Albert N.","LaBruna","LaBruna, Albert N.","","GRN","Unopposed","","","","2405.0","0.013828276381533932","","","",""
"","NY","27","","","   ","Total District Votes:","","","","","","173919.0","","","","",""
"H6NY03031","NY","28","Louise M.","Slaughter","Slaughter, Louise M.","","D/WF"," ","","","","99057.0","0.6245554967087842","","","(I)",""
"H6NY03031","NY","28","Louise M.","Slaughter","Slaughter, Louise M.","","D","Unopposed","","","","[94,209]","","","","",""
"H6NY03031","NY","28","Louise M.","Slaughter","Slaughter, Louise M.","","WF","Unopposed","","","","[4,848]","","","","",""
