"#","STATE","STATE ABBREVIATION","DISTRICT","FEC ID","INCUMBENT INDICATOR","FIRST NAME","LAST NAME","LAST NAME, FIRST","TOTAL VOTES","PARTY","PRIMARY","PRIMARY %","RUNOFF","RUNOFF %","GENERAL","GENERAL %","GE RUNOFF","GE RUNOFF %","COMBINED GE PARTY TOTALS (NY, SC)","COMBINED % (NY, SC)","Notes (See Endnotes Tab)"
"204.0","California","CA","04","H0CA14042","(I)","John T.","Doolittle","Doolittle, John T.","","REP","63731.0","0.67160907548502","","","135818.0","0.4905071634169156","","","","",""
"205.0","California","CA","04","H6CA04107","","J.M. (Mike)","Holmes","Holmes, J.M. (Mike)","","REP","31162.0","0.32839092451498003","","","","","","","","",""
"206.0","California","CA","04","","","","","","Party Votes:","REP","94893.0","","","","","","","","","",""
"207.0","California","CA","04","H6CA04123","","Charlie","Brown","Brown, Charlie","","DEM","26241.0","0.46293486698186437","","","126999.0","0.45865731528063186","","","","",""
"208.0","California","CA","04","H6CA04115","","Lisa","Rea","Rea, Lisa","","DEM","19038.0","0.3358619716322066","","","","","","","","",""
"209.0","California","CA","04","H6CA04149","","Michael ","Hamersley","Hamersley, Michael ","","DEM","11405.0","0.201203161385929","","","","","","","","",""
"210.0","California","CA","04","","","","","","Party Votes:","DEM","56684.0","","","","","","","","","",""
"211.0","California","CA","04","H6CA04131","","Dan ","Warren","Warren, Dan ","","LBT","672.0","1.0","","","14076.0","0.05083552130245257","","","","",""
"212.0","California","CA","04","","","","","","Party Votes:","LBT","672.0","","","","","","","","","",""
"213.0","California","CA","04","","","","","","District Votes:","","152249.0","","","","276893.0","","","","","",""
"214.0","California","CA","05","H6CA05195","(I)","Doris O.","Matsui","Matsui, Doris O.","","DEM","52951.0","1.0","","","105676.0","0.7079710047834068","","","","",""
"215.0","California","CA","05","","","","","","Party Votes:","DEM","52951.0","","","","","","","","","",""
"216.0","California","CA","05","H6CA05328","","Claire","Yan","Yan, Claire","","REP","19005.0","1.0","","","35106.0","0.23519086731070707","","","","",""
"217.0","California","CA","05","","","","","","Party Votes:","REP","19005.0","","","","","","","","","",""
"218.0","California","CA","05","H6CA05310","","Jeff ","Kravitz","Kravitz, Jeff ","","GRE","720.0","1.0","","","6466.0","0.04331863920785711","","","","",""
"219.0","California","CA","05","","","","","","Party Votes:","GRE","720.0","","","","","","","","","",""
"220.0","California","CA","05","H4CA05240","","John C.","Reiger","Reiger, John C.","","PAF","186.0","1.0","","","2018.0","0.013519488698029021","","","","",""
"221.0","California","CA","05","","","","","","Party Votes:","PAF","186.0","","","","","","","","","",""
"222.0","California","CA","05","","","","","","District Votes:","","72862.0","","","","149266.0","","","","","",""
"223.0","California","CA","06","H2CA01045","(I)","Lynn ","Woolsey","Woolsey, Lynn ","","DEM","72058.0","0.6616045687423104","","","173190.0","0.7022317011855913","","","","",""
"224.0","California","CA","06","H2CA06101","","Joe","Nation","Nation, Joe","","DEM","36845.0","0.33829443414069815","","","","","","","","",""
"225.0","California","CA","06","H6CA06193","","Mike ","Halliwell","Halliwell, Mike ","","W(DEM)","11.0","0.0001009971169913877","","","","","","","","",""
"226.0","California","CA","06","","","","","","Party Votes:","DEM","108914.0","","","","","","","","","",""
"227.0","California","CA","06","H6CA06185","","Todd","Hooper","Hooper, Todd","","REP","19448.0","0.5738058006077951","","","64405.0","0.26114228716934007","","","","",""
"228.0","California","CA","06","H6CA06193","","Mike ","Halliwell","Halliwell, Mike ","","REP/W","14445.0","0.4261941993922049","","","5.0","2.0273448270269395e-05","","","","",""
"229.0","California","CA","06","","","","","","Party Votes:","REP","33893.0","","","","","","","","","",""
"230.0","California","CA","06","H6CA06201","","Richard W.","Friesen","Friesen, Richard W.","","LBT","659.0","1.0","","","9028.0","0.03660573819679842","","","","",""
"231.0","California","CA","06","","","","","","Party Votes:","LBT","659.0","","","","","","","","","",""
"232.0","California","CA","06","","","","","","District Votes:","","143466.0","","","","246628.0","","","","","",""
"233.0","California","CA","07","H6CA07043","(I)","George ","Miller","Miller, George ","","DEM","57308.0","1.0","","","118000.0","0.8399413464686872","","","","",""
"234.0","California","CA","07","","","","","","Party Votes:","DEM","57308.0","","","","","","","","","",""
"235.0","California","CA","07","H6CA07118","","Camden","McConnell","McConnell, Camden","","LBT","333.0","1.0","","","22486.0","0.16005865353131274","","","","",""
"236.0","California","CA","07","","","","","","Party Votes:","LBT","333.0","","","","","","","","","",""
"237.0","California","CA","07","","","","","","District Votes:","","57641.0","","","","140486.0","","","","","",""
"238.0","California","CA","08","H8CA05035","(I)","Nancy ","Pelosi","Pelosi, Nancy ","","DEM","77976.0","1.0","","","148435.0","0.803920081889525","","","","",""
"239.0","California","CA","08","","","","","","Party Votes:","DEM","77976.0","","","","","","","","","",""
"240.0","California","CA","08","H6CA08140","","Mike ","DeNunzio","DeNunzio, Mike ","","REP","7260.0","0.7579079235828374","","","19800.0","0.1072362826921723","","","","",""
"241.0","California","CA","08","H6CA08157","","Eve Del","Castello","Castello, Eve Del","","REP","2319.0","0.24209207641716254","","","","","","","","",""
"242.0","California","CA","08","","","","","","Party Votes:","REP","9579.0","","","","","","","","","",""
"243.0","California","CA","08","H6CA08165","","Krissy","Keefer","Keefer, Krissy","","GRE","2647.0","1.0","","","13653.0","0.0739442912927388","","","","",""
"244.0","California","CA","08","","","","","","Party Votes:","GRE","2647.0","","","","","","","","","",""
"245.0","California","CA","08","H6CA08173","","Philip Zimt","Berg","Berg, Philip Zimt","","LBT","381.0","1.0","","","2751.0","0.014899344125563938","","","","",""
"246.0","California","CA","08","","","","","","Party Votes:","LBT","381.0","","","","","","","","","",""
"247.0","California","CA","08","","","","","","District Votes:","","90583.0","","","","184639.0","","","","","",""
"248.0","California","CA","09","H8CA09060","(I)","Barbara ","Lee","Lee, Barbara ","","DEM","97874.0","1.0","","","167245.0","0.863485228669083","","","","",""
"249.0","California","CA","09","","","","","","Party Votes:","DEM","97874.0","","","","","","","","","",""
"250.0","California","CA","09","H6CA09080","","John ""J.D."" ","den Dulk","den Dulk, John ""J.D."" ","","REP","9350.0","1.0","","","20786.0","0.10731803021385128","","","","",""
"251.0","California","CA","09","","","","","","Party Votes:","REP","9350.0","","","","","","","","","",""
"252.0","California","CA","09","H2CA09097","","James","Eyer","Eyer, James","","LBT","318.0","1.0","","","5655.0","0.029196741117065765","","","","",""
"253.0","California","CA","09","","","","","","Party Votes:","LBT","318.0","","","","","","","","","",""
"254.0","California","CA","09","","","","","","District Votes:","","107542.0","","","","193686.0","","","","","",""
"255.0","California","CA","10.0","H6CA10088","(I)","Ellen O.","Tauscher","Tauscher, Ellen O.","","DEM","60669.0","1.0","","","130859.0","0.6643330727289342","","","","",""
"256.0","California","CA","10.0","","","","","","Party Votes:","DEM","60669.0","","","","","","","","","",""
"257.0","California","CA","10.0","H6CA10138","","Darcy","Linn","Linn, Darcy","","REP","33198.0","1.0","","","66069.0","0.3354130918173603","","","","",""
"258.0","California","CA","10.0","","","","","","Party Votes:","REP","33198.0","","","","","","","","","",""
"259.0","California","CA","10.0","H4CA10067","","Jeff","Ketelson","Ketelson, Jeff","","W","","","","","50.0","0.00025383545370548995","","","","",""
"260.0","California","CA","10.0","","","","","","District Votes:","","93867.0","","","","196978.0","","","","","",""
"261.0","California","CA","11.0","H4CA11081","","Jerry ","McNerney","McNerney, Jerry ","","DEM","23598.0","0.527541804524725","","","109868.0","0.5326571772097894","","","","",""
"262.0","California","CA","11.0","H6CA11110","","Steve","Filson","Filson, Steve","","DEM","12744.0","0.2848967182330323","","","","","","","","",""
"263.0","California","CA","11.0","H6CA11128","","Steve","Thomas","Thomas, Steve","","DEM","8390.0","0.1875614772422427","","","","","","","","",""
"264.0","California","CA","11.0","","","","","","Party Votes:","DEM","44732.0","","","","","","","","","",""
"265.0","California","CA","11.0","H2CA11051","(I)","Richard W.","Pombo","Pombo, Richard W.","","REP","35493.0","0.6239101392209253","","","96396.0","0.4673428227902106","","","","",""
"266.0","California","CA","11.0","H6CA11144","","Paul N. ""Pete,"" Jr.","Mc Closkey","Mc Closkey, Paul N. ""Pete,"" Jr.","","REP","18132.0","0.31873154268035436","","","","","","","","",""
"267.0","California","CA","11.0","H2CA11119","","Thomas (Tom) A.","Benigno","Benigno, Thomas (Tom) A.","","REP","3263.0","0.057358318098720294","","","","","","","","",""
"268.0","California","CA","11.0","","","","","","Party Votes:","REP","56888.0","","","","","","","","","",""
"269.0","California","CA","11.0","H6CA11151","","Dina","Padilla","Padilla, Dina","","W(PAF)","1.0","1.0","","","","","","","","",""
"270.0","California","CA","11.0","","","","","","Party Votes:","PAF","1.0","","","","","","","","","",""
"271.0","California","CA","11.0","","","","","","District Votes:","","101621.0","","","","206264.0","","","","","",""
"272.0","California","CA","12.0","H0CA11022","(I)","Tom ","Lantos","Lantos, Tom ","","DEM","61510.0","0.8325212495262845","","","138650.0","0.7604594019437924","","","","",""
"273.0","California","CA","12.0","H6CA12167","","Kevin ","Hearle","Hearle, Kevin ","","DEM","6973.0","0.0943776731091982","","","","","","","","",""
"274.0","California","CA","12.0","H6CA12159","","Robert M.","Barrows","Barrows, Robert M.","","DEM","5401.0","0.07310107736451735","","","","","","","","",""
"275.0","California","CA","12.0","","","","","","Party Votes:","DEM","73884.0","","","","","","","","","",""
"276.0","California","CA","12.0","H8CA12148","","Mike","Moloney","Moloney, Mike","","REP","8068.0","0.4209098497495826","","","43674.0","0.23954059805620764","","","","",""
"277.0","California","CA","12.0","H4CA05075","","Mike ","Garza","Garza, Mike ","","REP","7098.0","0.37030467445742904","","","","","","","","",""
"278.0","California","CA","12.0","H4CA12063","","Chris ","Huskins","Huskins, Chris ","","REP","4002.0","0.2087854757929883","","","","","","","","",""
"279.0","California","CA","12.0","","","","","","Party Votes:","REP","19168.0","","","","","","","","","",""
"280.0","California","CA","12.0","H4CA12097","","Harland","Harrison","Harrison, Harland","","W(LBT)","30.0","1.0","","","","","","","","",""
"281.0","California","CA","12.0","","","","","","Party Votes:","LBT","30.0","","","","","","","","","",""
"282.0","California","CA","12.0","","","","","","District Votes:","","93082.0","","","","182324.0","","","","","",""
"283.0","California","CA","13.0","H6CA09023","(I)","Fortney Pete","Stark","Stark, Fortney Pete","","DEM","54654.0","1.0","","","110756.0","0.7488725261499557","","","","",""
"284.0","California","CA","13.0","","","","","","Party Votes:","DEM","54654.0","","","","","","","","","",""
"285.0","California","CA","13.0","H4CA13079","","George I.","Bruno","Bruno, George I.","","REP","15788.0","1.0","","","37141.0","0.2511274738500443","","","","",""
"286.0","California","CA","13.0","","","","","","Party Votes:","REP","15788.0","","","","","","","","","",""
"287.0","California","CA","13.0","","","","","","District Votes:","","70442.0","","","","147897.0","","","","","",""
"288.0","California","CA","14.0","H8CA12098","(I)","Anna G.","Eshoo","Eshoo, Anna G.","","DEM","65255.0","1.0","","","141153.0","0.7108296613370263","","","","",""
"289.0","California","CA","14.0","","","","","","Party Votes:","DEM","65255.0","","","","","","","","","",""
"290.0","California","CA","14.0","H6CA14106","","Rob ","Smith","Smith, Rob ","","REP","28011.0","1.0","","","48097.0","0.24221075160518696","","","","",""
"291.0","California","CA","14.0","","","","","","Party Votes:","REP","28011.0","","","","","","","","","",""
"292.0","California","CA","14.0","H4CA14085","","Brian ","Holtz","Holtz, Brian ","","LBT","676.0","1.0","","","4692.0","0.02362835200805741","","","","",""
"293.0","California","CA","14.0","","","","","","Party Votes:","LBT","676.0","","","","","","","","","",""
"294.0","California","CA","14.0","H6CA14098","","Carol ","Brouillet","Brouillet, Carol ","","GRE","1134.0","1.0","","","4633.0","0.02333123504972932","","","","",""
"295.0","California","CA","14.0","","","","","","Party Votes:","GRE","1134.0","","","","","","","","","",""
"296.0","California","CA","14.0","","","","","","District Votes:","","95076.0","","","","198575.0","","","","","",""
"297.0","California","CA","15.0","H0CA15148","(I)","Mike ","Honda","Honda, Mike ","","DEM","49400.0","1.0","","","115532.0","0.7233499042061634","","","","",""
"298.0","California","CA","15.0","","","","","","Party Votes:","DEM","49400.0","","","","","","","","","",""
"299.0","California","CA","15.0","H4CA15058","","Raymond L.","Chukwu","Chukwu, Raymond L.","","REP","23693.0","1.0","","","44186.0","0.27665009579383665","","","","",""
"300.0","California","CA","15.0","","","","","","Party Votes:","REP","23693.0","","","","","","","","","",""
"301.0","California","CA","15.0","","","","","","District Votes:","","73093.0","","","","159718.0","","","","","",""
"302.0","California","CA","16.0","H4CA16049","(I)","Zoe ","Lofgren","Lofgren, Zoe ","","DEM","46286.0","1.0","","","98929.0","0.7271036829610683","","","","",""
"303.0","California","CA","16.0","","","","","","Party Votes:","DEM","46286.0","","","","","","","","","",""
"304.0","California","CA","16.0","H6CA16127","","Charel ","Winston","Winston, Charel ","","REP","19886.0","1.0","","","37130.0","0.27289631703893164","","","","",""
"305.0","California","CA","16.0","","","","","","Party Votes:","REP","19886.0","","","","","","","","","",""
"306.0","California","CA","16.0","","","","","","District Votes:","","66172.0","","","","136059.0","","","","","",""
"307.0","California","CA","17.0","H4CA17021","(I)","Sam ","Farr","Farr, Sam ","","DEM","54998.0","1.0","","","120750.0","0.7580370763310378","","","","",""
"308.0","California","CA","17.0","","","","","","Party Votes:","DEM","54998.0","","","","","","","","","",""
"309.0","California","CA","17.0","H6CA17133","","Anthony R.","De Maio","De Maio, Anthony R.","","REP","23703.0","1.0","","","35932.0","0.2255717451488766","","","","",""
"310.0","California","CA","17.0","","","","","","Party Votes:","REP","23703.0","","","","","","","","","",""
"311.0","California","CA","17.0","","","Jeff Edward","Taylor","Taylor, Jeff Edward","","W","","","","","2611.0","0.016391178520085627","","","","",""
"312.0","California","CA","17.0","","","","","","District Votes:","","78701.0","","","","159293.0","","","","","",""
"313.0","California","CA","18.0","H2CA18056","(I)","Dennis A.","Cardoza","Cardoza, Dennis A.","","DEM","31088.0","1.0","","","71182.0","0.6547698987241636","","","","",""
"314.0","California","CA","18.0","","","","","","Party Votes:","DEM","31088.0","","","","","","","","","",""
"315.0","California","CA","18.0","H6CA18107","","John A.","Kanno","Kanno, John A.","","REP","19851.0","1.0","","","37531.0","0.34523010127583637","","","","",""
"316.0","California","CA","18.0","","","","","","Party Votes:","REP","19851.0","","","","","","","","","",""
"317.0","California","CA","18.0","","","","","","District Votes:","","50939.0","","","","108713.0","","","","","",""
"318.0","California","CA","19.0","H2CA19054","(I)","George P.","Radanovich","Radanovich, George P.","","REP","54722.0","1.0","","","110246.0","0.6057672230952669","","","","",""
"319.0","California","CA","19.0","","","","","","Party Votes:","REP","54722.0","","","","","","","","","",""
"320.0","California","CA","19.0","H6CA19113","","T. J. ","Cox","Cox, T. J. ","","DEM","35278.0","1.0","","","71748.0","0.39423277690473313","","","","",""
"321.0","California","CA","19.0","","","","","","Party Votes:","DEM","35278.0","","","","","","","","","",""
"322.0","California","CA","19.0","","","","","","District Votes:","","90000.0","","","","181994.0","","","","","",""
"323.0","California","CA","20.0","H4CA20082","(I)","Jim ","Costa","Costa, Jim ","","DEM","24356.0","1.0","","","61120.0","1.0","","","","",""
"324.0","California","CA","20.0","","","","","","Party Votes:","DEM","24356.0","","","","","","","","","",""
"325.0","California","CA","20.0","H6CA20137","","Jim","Lopez","Lopez, Jim","","W(REP)","472.0","1.0","","","","","","","","",""
"326.0","California","CA","20.0","","","","","","Party Votes:","REP","472.0","","","","","","","","","",""
"327.0","California","CA","20.0","","","","","","District Votes:","","24828.0","","","","61120.0","","","","","",""
"328.0","California","CA","21.0","H8CA20059","(I)","Devin G.","Nunes","Nunes, Devin G.","","REP","43364.0","1.0","","","95214.0","0.6674143599161649","","","","",""
"329.0","California","CA","21.0","","","","","","Party Votes:","REP","43364.0","","","","","","","","","",""
"330.0","California","CA","21.0","H6CA21176","","Steven ","Haze","Haze, Steven ","","DEM","24927.0","1.0","","","42718.0","0.2994371271756121","","","","",""
