"1.0","STATE","STATE ABBREVIATION","DISTRICT","FEC ID#","INCUMBENT INDICATOR (I)","CANDIDATE NAME (First)","Candidate Name (Last)","CANDIDATE NAME","TOTAL VOTES","PARTY","PRIMARY","PRIMARY %","RUNOFF","RUNOFF %","GENERAL ","GENERAL %","GE RUNOFF","GE RUNOFF %","COMBINED GE PARTY TOTALS (CT, NY)","COMBINED % (CT, NY)","FOOTNOTES"
"214.0","California","CA","03","n/a","","","","","District Votes:","","88280.0","","","","314046.0","","","","","",""
"215.0","California","CA","04","H8CA04152","","Tom","McClintock","McClintock, Tom","","R","51665.0","0.5346351256260606","","","185790.0","0.5024338796040889","","","","",""
"216.0","California","CA","04","H8CA03105","","Doug","Ose","Ose, Doug","","R","37802.0","0.39117927066517655","","","","","","","","",""
"217.0","California","CA","04","H8CA04160","","Suzanne","Jones","Jones, Suzanne","","R","4920.0","0.05091270334037005","","","","","","","","",""
"218.0","California","CA","04","H8CA04145","","Theodore","Terbolizard","Terbolizard, Theodore","","R","2249.0","0.023272900368392732","","","","","","","","",""
"219.0","California","CA","04","n/a","","","","","Party Votes:","R","96636.0","","","","","","","","","",""
"220.0","California","CA","04","H6CA04123","","Charlie","Brown","Brown, Charlie","","D","51028.0","0.8799448180720814","","","183990.0","0.4975661203959111","","","","",""
"221.0","California","CA","04","H8CA04178","","John","Wolfgram","Wolfgram, John","","D","6962.0","0.1200551819279186","","","","","","","","",""
"222.0","California","CA","04","n/a","","","","","Party Votes:","D","57990.0","","","","","","","","","",""
"223.0","California","CA","04","n/a","","","","","District Votes:","","154626.0","","","","369780.0","","","","","",""
"224.0","California","CA","05","H6CA05195","(I)","Doris","Matsui","Matsui, Doris","","D","51006.0","1.0","","","164242.0","0.7426556035359816","","","","",""
"225.0","California","CA","05","n/a","","","","","Party Votes:","D","51006.0","","","","","","","","","",""
"226.0","California","CA","05","H8CA05159","","Paul A.","Smith","Smith, Paul A.","","R","18232.0","1.0","","","46002.0","0.20800795821934842","","","","",""
"227.0","California","CA","05","n/a","","","","","Party Votes:","R","18232.0","","","","","","","","","",""
"228.0","California","CA","05","H8CA05175","","L. R.","Roberts","Roberts, L. R.","","PAF","172.0","1.0","","","10731.0","0.04852252944767245","","","","",""
"229.0","California","CA","05","n/a","","","","","Party Votes:","PAF","172.0","","","","","","","","","",""
"230.0","California","CA","05","H8CA05167","","David B.","Lynch","Lynch, David B.","","W","","","","","180.0","0.0008139087969975809","","","","",""
"231.0","California","CA","05","n/a","","","","","District Votes:","","69410.0","","","","221155.0","","","","","",""
"232.0","California","CA","06","H2CA01045","(I)","Lynn","Woolsey","Woolsey, Lynn","","D","88969.0","0.9997078487555481","","","229672.0","0.7169139910476273","","","","",""
"233.0","California","CA","06","H8CA06074","","Edward K.","Newman","Newman, Edward K.","","W(D)","26.0","0.0002921512444519355","","","","","","","","",""
"234.0","California","CA","06","n/a","","","","","Party Votes:","D","88995.0","","","","","","","","","",""
"235.0","California","CA","06","H6CA06193","","Michael","Halliwell","Halliwell, Michael","","R","29527.0","1.0","","","77073.0","0.24058096778019866","","","","",""
"236.0","California","CA","06","n/a","","","","","Party Votes:","R","29527.0","","","","","","","","","",""
"237.0","California","CA","06","H8CA06066","","Joel R.","Smolen","Smolen, Joel R.","","LBT","515.0","1.0","","","13617.0","0.04250504117217398","","","","",""
"238.0","California","CA","06","n/a","","","","","Party Votes:","LBT","515.0","","","","","","","","","",""
"239.0","California","CA","06","n/a","","","","","District Votes:","","119037.0","","","","320362.0","","","","","",""
"240.0","California","CA","07","H6CA07043","(I)","George","Miller","Miller, George","","D","49260.0","1.0","","","170962.0","0.7282012837932812","","","","",""
"241.0","California","CA","07","n/a","","","","","Party Votes:","D","49260.0","","","","","","","","","",""
"242.0","California","CA","07","H8CA07049","","Roger Allen","Petersen","Petersen, Roger Allen","","R","9658.0","0.5576856449936483","","","51166.0","0.2179381785810123","","","","",""
"243.0","California","CA","07","H8CA07031","","Virginia","Fuller-Kendall","Fuller-Kendall, Virginia","","R","7660.0","0.4423143550063518","","","","","","","","",""
"244.0","California","CA","07","n/a","","","","","Party Votes:","R","17318.0","","","","","","","","","",""
"245.0","California","CA","07","H4CA07030","","Bill","Callison","Callison, Bill","","PAF","80.0","1.0","","","6695.0","0.028516907821597885","","","","",""
"246.0","California","CA","07","n/a","","","","","Party Votes:","PAF","80.0","","","","","","","","","",""
"247.0","California","CA","07","H6CA07118","","Camden","McConnell","McConnell, Camden","","LBT","237.0","1.0","","","5950.0","0.02534362980410865","","","","",""
"248.0","California","CA","07","n/a","","","","","Party Votes:","LBT","237.0","","","","","","","","","",""
"249.0","California","CA","07","n/a","","","","","District Votes:","","66895.0","","","","234773.0","","","","","",""
"250.0","California","CA","08","H8CA05035","(I)","Nancy","Pelosi","Pelosi, Nancy","","D","83510.0","0.8920578967045879","","","204996.0","0.7186613706717336","","","","",""
"251.0","California","CA","08","H8CA08070","","Shirley","Golub","Golub, Shirley","","D","10105.0","0.10794210329541205","","","","","","","","",""
"252.0","California","CA","08","n/a","","","","","Party Votes:","D","93615.0","","","","","","","","","",""
"253.0","California","CA","08","H8CA08088","","Cindy","Sheehan","Sheehan, Cindy","","I","n/a","n/a","","","46118.0","0.16167742342601324","","","","",""
"254.0","California","CA","08","H8CA08062","","Dana","Walsh","Walsh, Dana","","R","7903.0","1.0","","","27614.0","0.09680732838557461","","","","",""
"255.0","California","CA","08","n/a","","","","","Party Votes:","R","7903.0","","","","","","","","","",""
"256.0","California","CA","08","H6CA08173","","Philip Z.","Berg","Berg, Philip Z.","","LBT","276.0","1.0","","","6504.0","0.022801291512268316","","","","",""
"257.0","California","CA","08","n/a","","","","","Party Votes:","LBT","276.0","","","","","","","","","",""
"258.0","California","CA","08","n/a","","Lea","Sherman","Sherman, Lea","","W","","","","","11.0","3.85630699008228e-05","","","","",""
"259.0","California","CA","08","n/a","","Michelle Wong","Clay","Clay, Michelle Wong","","W","","","","","4.0","1.4022934509390108e-05","","","","",""
"260.0","California","CA","08","n/a","","","","","District Votes:","","101794.0","","","","285247.0","","","","","",""
"261.0","California","CA","09","H8CA09060","(I)","Barbara","Lee","Lee, Barbara","","D","80466.0","0.9990191818238252","","","238915.0","0.8606448126801153","","","","",""
"262.0","California","CA","09","H8CA09136","","Brad","Newsham","Newsham, Brad","","W(D)","79.0","0.0009808181761748092","","","","","","","","",""
"263.0","California","CA","09","n/a","","","","","Party Votes:","D","80545.0","","","","","","","","","",""
"264.0","California","CA","09","H8CA09128","","Charles","Hargrave","Hargrave, Charles","","R","7893.0","1.0","","","26917.0","0.09696325648414986","","","","",""
"265.0","California","CA","09","n/a","","","","","Party Votes:","R","7893.0","","","","","","","","","",""
"266.0","California","CA","09","H2CA09097","","James M.","Eyer","Eyer, James M.","","LBT","225.0","1.0","","","11704.0","0.04216138328530259","","","","",""
"267.0","California","CA","09","n/a","","","","","Party Votes:","LBT","225.0","","","","","","","","","",""
"268.0","California","CA","09","n/a","","David","Heller","Heller, David","","W","","","","","37.0","0.00013328530259365995","","","","",""
"269.0","California","CA","09","n/a","","Christopher","Kula","Kula, Christopher","","W","","","","","27.0","9.726224783861671e-05","","","","",""
"270.0","California","CA","09","n/a","","","","","District Votes:","","88663.0","","","","277600.0","","","","","",""
"271.0","California","CA","10.0","H6CA10088","(I)","Ellen O.","Tauscher","Tauscher, Ellen O.","","D","55427.0","1.0","","","192226.0","0.6512493012382905","","","","",""
"272.0","California","CA","10.0","n/a","","","","","Party Votes:","D","55427.0","","","","","","","","","",""
"273.0","California","CA","10.0","H8CA10084","","Nicholas","Gerber","Gerber, Nicholas","","R","30324.0","1.0","","","91877.0","0.31127335558077684","","","","",""
"274.0","California","CA","10.0","n/a","","","","","Party Votes:","R","30324.0","","","","","","","","","",""
"275.0","California","CA","10.0","H8CA10092","","Eugene E.","Ruyle","Ruyle, Eugene E.","","PAF","63.0","1.0","","","11062.0","0.037477343180932696","","","","",""
"276.0","California","CA","10.0","n/a","","","","","Party Votes:","PAF","63.0","","","","","","","","","",""
"277.0","California","CA","10","n/a","","","","","District Votes:","","85814.0","","","","295165.0","","","","","",""
"278.0","California","CA","11.0","H4CA11081","(I)","Jerry","McNerney","McNerney, Jerry","","D","40403.0","1.0","","","164500.0","0.5527256599107575","","","","",""
"279.0","California","CA","11.0","n/a","","","","","Party Votes:","D","40403.0","","","","","","","","","",""
"280.0","California","CA","11.0","H8CA11082","","Dean","Andal","Andal, Dean","","R","41879.0","1.0","","","133104.0","0.4472340196763615","","","","",""
"281.0","California","CA","11.0","n/a","","","","","Party Votes:","R","41879.0","","","","","","","","","",""
"282.0","California","CA","11.0","n/a","","David","Christensen","Christensen, David","","W","","","","","12.0","4.0320412881027904e-05","","","","",""
"283.0","California","CA","11","n/a","","","","","District Votes:","","82282.0","","","","297616.0","","","","","",""
"284.0","California","CA","12.0","H8CA12171","(I)","Jackie","Speier","Speier, Jackie","","D","60393.0","0.8951620075297186","","","200442.0","0.7511326460635631","","","","",""
"285.0","California","CA","12.0","H8CA12189","","Michelle","McMurry","McMurry, Michelle","","D","3827.0","0.05672486882281445","","","","","","","","",""
"286.0","California","CA","12.0","H8CA12205","","Frank","Wade","Wade, Frank","","D","1652.0","0.024486407968458187","","","","","","","","",""
"287.0","California","CA","12.0","H6CA12159","","Robert","Barrows","Barrows, Robert","","D","1594.0","0.023626715679008686","","","","","","","","",""
"288.0","California","CA","12.0","n/a","","","","","Party Votes:","D","67466.0","","","","","","","","","",""
"289.0","California","CA","12.0","H8CA12197","","Greg","Conlon","Conlon, Greg","","R","12060.0","0.6498545101842871","","","49258.0","0.1845885187725077","","","","",""
"290.0","California","CA","12.0","H8CA12148","","Michael","Moloney","Moloney, Michael","","R","6498.0","0.3501454898157129","","","","","","","","",""
"291.0","California","CA","12.0","n/a","","","","","Party Votes:","R","18558.0","","","","","","","","","",""
"292.0","California","CA","12.0","H8CA12221","","Nathalie","Hrizi","Hrizi, Nathalie","","PAF","90.0","1.0","","","5793.0","0.021708581128936155","","","","",""
"293.0","California","CA","12.0","n/a","","","","","Party Votes:","PAF","90.0","","","","","","","","","",""
"294.0","California","CA","12.0","H4CA12089","","Barry","Hermanson","Hermanson, Barry","","GRE","633.0","1.0","","","5776.0","0.02164487564314435","","","","",""
"295.0","California","CA","12.0","n/a","","","","","Party Votes:","GRE","633.0","","","","","","","","","",""
"296.0","California","CA","12.0","H8CA12213","","Kevin Dempsey","Peterson","Peterson, Kevin Dempsey","","LBT","230.0","1.0","","","5584.0","0.020925378391848697","","","","",""
"297.0","California","CA","12.0","n/a","","","","","Party Votes:","LBT","230.0","","","","","","","","","",""
"298.0","California","CA","12","n/a","","","","","District Votes:","","86977.0","","","","266853.0","","","","","",""
"299.0","California","CA","13.0","H6CA09023","(I)","Fortney","Stark","Stark, Fortney","","D","42897.0","1.0","","","166829.0","0.7643029925415529","","","","",""
"300.0","California","CA","13.0","n/a","","","","","Party Votes:","D","42897.0","","","","","","","","","",""
"301.0","California","CA","13.0","H8CA13088","","Raymond","Chui","Chui, Raymond","","R","12706.0","1.0","","","51447.0","0.2356970074584471","","","","",""
"302.0","California","CA","13.0","n/a","","","","","Party Votes:","R","12706.0","","","","","","","","","",""
"303.0","California","CA","13","n/a","","","","","District Votes:","","55603.0","","","","218276.0","","","","","",""
"304.0","California","CA","14.0","H8CA12098","(I)","Anna G.","Eshoo","Eshoo, Anna G.","","D","60856.0","1.0","","","190301.0","0.6976712640138434","","","","",""
"305.0","California","CA","14.0","n/a","","","","","Party Votes:","D","60856.0","","","","","","","","","",""
"306.0","California","CA","14.0","H8CA14169","","Ronny","Santana","Santana, Ronny","","R","22812.0","1.0","","","60610.0","0.2222051135405439","","","","",""
"307.0","California","CA","14.0","n/a","","","","","Party Votes:","R","22812.0","","","","","","","","","",""
"308.0","California","CA","14.0","H4CA14085","","Brian","Holtz","Holtz, Brian","","LBT","524.0","1.0","","","11929.0","0.043733456515841415","","","","",""
"309.0","California","CA","14.0","n/a","","","","","Party Votes:","LBT","524.0","","","","","","","","","",""
"310.0","California","CA","14.0","H6CA14098","","Carol","Brouillet","Brouillet, Carol","","GRE","784.0","1.0","","","9926.0","0.036390165929771304","","","","",""
"311.0","California","CA","14.0","n/a","","","","","Party Votes:","GRE","784.0","","","","","","","","","",""
"312.0","California","CA","14","n/a","","","","","District Votes:","","84976.0","","","","272766.0","","","","","",""
"313.0","California","CA","15.0","H0CA15148","(I)","Mike","Honda","Honda, Mike","","D","46652.0","1.0","","","170977.0","0.7166172790866302","","","","",""
"314.0","California","CA","15.0","n/a","","","","","Party Votes:","D","46652.0","","","","","","","","","",""
"315.0","California","CA","15.0","H8CA15083","","Joyce Stoer","Cordi","Cordi, Joyce Stoer","","R","19750.0","1.0","","","55489.0","0.23257149323732443","","","","",""
"316.0","California","CA","15.0","n/a","","","","","Party Votes:","R","19750.0","","","","","","","","","",""
"317.0","California","CA","15.0","H8CA15091","","Peter","Myers","Myers, Peter","","GRE","326.0","1.0","","","12123.0","0.050811227676045415","","","","",""
"318.0","California","CA","15.0","n/a","","","","","Party Votes:","GRE","326.0","","","","","","","","","",""
"319.0","California","CA","15","n/a","","","","","District Votes:","","66728.0","","","","238589.0","","","","","",""
"320.0","California","CA","16.0","H4CA16049","(I)","Zoe","Lofgren","Lofgren, Zoe","","D","39616.0","1.0","","","146481.0","0.7134034978351605","","","","",""
"321.0","California","CA","16.0","n/a","","","","","Party Votes:","D","39616.0","","","","","","","","","",""
"322.0","California","CA","16.0","H6CA16127","","Charel","Winston","Winston, Charel","","R","16836.0","1.0","","","49399.0","0.24058696615642367","","","","",""
"323.0","California","CA","16.0","n/a","","","","","Party Votes:","R","16836.0","","","","","","","","","",""
"324.0","California","CA","16.0","H8CA16057","","Steven","Wells","Wells, Steven","","LBT","255.0","1.0","","","9447.0","0.04600953600841584","","","","",""
"325.0","California","CA","16.0","n/a","","","","","Party Votes:","LBT","255.0","","","","","","","","","",""
"326.0","California","CA","16","n/a","","","","","District Votes:","","56707.0","","","","205327.0","","","","","",""
"327.0","California","CA","17.0","H4CA17021","(I)","Sam","Farr","Farr, Sam","","D","53057.0","1.0","","","168907.0","0.7387917384724397","","","","",""
"328.0","California","CA","17.0","n/a","","","","","Party Votes:","D","53057.0","","","","","","","","","",""
"329.0","California","CA","17.0","H8CA17089","","Jeff","Taylor","Taylor, Jeff","","R","23188.0","1.0","","","59037.0","0.25822522372783496","","","","",""
